179768,F,Sophisticated Lady of Silver Blue DK,RUS,27-11-1990,FD LO 61610,4206,48107
179769,F,Sophisticated Nikita of Silver Blue DK,RUS,24-12-1991,FD LO 66187,4206,48107
179770,M,Sophus Bilskirner DK,PER w 63,11-05-1990,FD LO 60683,138711,161077
179771,M,Sophus Shattea DK,SBI n,25-08-1998,FD LO 96772,24759,175899
179772,F,Soraja Kat-A-Mandu,XSH n,...,XX 218,,
179773,M,Sorano's ????,PER n,02-01-1994,FD LO 74296,5988,179814
179774,F,Sorano's Alina,PER f,10-09-1992,FD LO 68588,179791,179814
179775,F,Sorano's Amalie,PER g,...,FD LO 37976,127921,5527
179776,M,Sorano's Andrew,PER n,10-09-1992,FD LO 68590,179791,179814
179777,F,Sorano's Another You,PER f,01-07-1995,FD LO 81172,179820,179774
179778,M,Sorano's Archie,PER d,10-09-1992,FD LO 68591,179791,179814
179779,F,Sorano's Aretha,PER f,10-09-1992,FD LO 68587,179791,179814
179780,F,Sorano's Asteria,PER n,10-09-1992,FD LO 68589,179791,179814
179781,F,Sorano's Baby Doll,PER f,13-09-1990,FD LO 60774,177565,179800
179782,F,Sorano's Barbie,PER f,10-09-1992,FD LO 68592,179791,141651
179783,M,Sorano's Batman for Ever,PER n,02-08-1995,FD LO 81550,179842,62175
179784,M,Sorano's Beachboy,PER d,02-08-1995,FD LO 81549,179842,62175
179785,F,Sorano's Bella,PER g,10-09-1992,FD LO 68593,179791,141651
179786,M,Sorano's Bertil,PER d,13-09-1990,FD LO 60775,177565,179800
179787,F,Sorano's Big Bertha,PER d,02-08-1995,FD LO 81548,179842,62175
179788,M,Sorano's Black Cameron,PER n,11-09-1992,FD LO 68597,179791,156118
179789,F,Sorano's Black Chérie,PER n,11-09-1992,FD LO 68595,179791,156118
179790,F,Sorano's Black Colette,PER n,11-09-1992,FD LO 68596,179791,156118
179791,M,Sorano's Black Kazam,PER n,13-10-1989,FD LO 57090,179806,156118
179792,M,Sorano's Black Khalil,PER n,13-10-1989,FD LO 57091,179806,156118
179793,M,Sorano's Black Midas,PER n,21-02-1990,FD LO 58325,177565,156118
179794,M,Sorano's Chaplin,PER d,13-09-1990,FD LO 60776,177565,179800
179795,F,Sorano's Cleopatra,PER g,12-08-1994,FD LO 77507,179791,179849
179796,M,Sorano's Creme Baxter,PER e,10-09-1992,FD LO 68594,179791,141651
179797,M,Sorano's Cæsar,PER n,12-08-1994,FD LO 77506,179791,179849
179798,F,Sorano's Dodo,PER f,12-11-1992,FD LO 69548,179791,150515
179799,F,Sorano's Dolly,PER g 03,05-09-1993,FD LO 73074,5988,162109
179800,F,Sorano's Dominique,PER g,24-04-1987,FD LO 47454,177563,179775
179801,M,Sorano's Donkeyman,PER d,12-11-1992,FD LO 69547,179791,150515
179802,M,Sorano's Ebony Devil,PER n,12-02-1993,FD LO 70394,179791,179814
179803,M,Sorano's Elvis,PER d,12-02-1993,FD LO 70395,179791,179814
179804,F,Sorano's Fannie,PER f,17-05-1993,FD LO 71840,179791,162109
179805,F,Sorano's Glamour,PER n 03,21-05-1993,FD LO 71841,5988,156118
179806,M,Sorano's Glenn,PER a,21-08-1988,FD LO 52821,177563,177589
179807,M,Sorano's Handful of Hope,PER n,15-06-1993,FD LO 71845,5988,179814
179808,M,Sorano's Heart of Gold,PER d,15-06-1993,FD LO 71846,5988,179814
179809,F,Sorano's Heartache,PER f 03,15-06-1993,FD LO 71843,5988,179814
179810,F,Sorano's Heartbreaker,PER f,15-06-1993,FD LO 71842,5988,179814
179811,M,Sorano's High Society,PER w 62,22-03-1989,FD LO 54784,177576,60085
179812,F,Sorano's Hopeful Heart,PER n,15-06-1993,FD LO 71844,5988,179814
179813,M,Sorano's I'm a' charming Boy,PER n,22-06-1993,FD LO 71847,5988,179826
179814,F,Sorano's Imena,PER f,05-07-1989,FD LO 56021,177576,156118
179815,F,Sorano's Imogene,PER f,05-07-1989,FD LO 56020,177576,156118
179816,M,Sorano's Joe Cocker,PER a 03,16-07-1993,FD LO 72253,5988,71128
179817,F,Sorano's Just Be Kind To Me,PER g 03,16-07-1993,FD LO 72255,5988,71128
179818,F,Sorano's Just Kiss Do'nt Talk,PER g 03,16-07-1993,FD LO 72254,5988,71128
