44605,M,DK Dansbjergs Lucka,NFO a 23,03-06-2006,FD LO 141465,44323,44801
44606,F,DK Dansbjergs Lucky,NFO n 09,26-04-1996,FD LO 86059,44835,43827
44607,M,DK Dansbjergs Lucky Luke,NFO n 09 23,09-08-2001,FD LO 112003,44428,44606
44608,F,DK Dansbjergs Lucy,NFO f 09 22,20-05-1994,FD LO 76093,43770,1023
44609,F,DK Dansbjergs Lucy II,NFO n 25,12-11-1995,FD LO 84016,1246,44165
44610,M,DK Dansbjergs Ludvig,NFO n 09 22,16-05-2004,FD RX 127865,162127,160144
44611,M,DK Dansbjergs Ludvig II,NFO n,24-05-2000,FD LO 104977,43701,44994
44612,M,DK Dansbjergs Lue,NFO d 23,06-05-2010,(DK)FD LO 179573,44159,44973
44613,M,DK Dansbjergs Luffe,NFO a 09 22,12-11-2002,FD LO 118735,144344,44053
44614,M,DK Dansbjergs Luke,NFO a 09,12-09-1997,FD LO 93152,5817,251
44615,F,DK Dansbjergs Lulu,NFO n 09 23,10-08-1998,FD LO 96862,5817,45005
44616,M,DK Dansbjergs Lurifax,NFO nt 03 24,04-10-2007,FD LO 148953,192587,44049
44617,F,DK Dansbjergs Lydia,NFO f 09,24-07-2004,FD LO 129697,171032,43725
44618,M,DK Dansbjergs Mack,NFO ns 09 22,01-05-1996,FD LO 86060,1247,44021
44619,F,DK Dansbjergs Maddy,NFO n 09 22,01-05-1996,FD LO 86062,1247,44021
44620,M,DK Dansbjergs Madigan,NFO n 09 23,12-07-1999,FD LO 101014,43859,44404
44621,F,DK Dansbjergs Madonna,NFO n 22,01-09-1999,FD LO 101717,45004,44013
44622,M,DK Dansbjergs Mads,NFO w 62,20-05-2001,FD LO 110600,43681,44953
44623,M,DK Dansbjergs Mads II,NFO ns 09 22,02-08-2004,FD LO 129702,171032,99650
44624,F,DK Dansbjergs Magda,NFO n,20-09-1997,FD LO 93146,44428,44476
44625,F,DK Dansbjergs Maggie,NFO d 09 23,22-05-1994,FD LO 76493,43770,172816
44626,F,DK Dansbjergs Maggie II,NFO f 09 23,10-04-1996,FD LO 86751,44835,1023
44627,M,DK Dansbjergs Magne,NFO a,02-12-2002,FD LO 119187,44909,6918
44628,F,DK Dansbjergs Maia,NFO w 62,19-05-1998,FD LO 95119,44428,43940
44629,F,DK Dansbjergs Maiken,NFO as 09 23,29-04-2002,FD LO 115451,144344,67041
44630,F,DK Dansbjergs Maja,NFO n 09 23,29-08-1993,FD LO 73497,113326,43972
44631,F,DK Dansbjergs Maja II,NFO d 09 23,22-05-1994,FD LO 76492,43770,172816
44632,F,DK Dansbjergs Mallou,NFO d 09 23,22-05-1994,FD LO 76491,43770,172816
44633,F,DK Dansbjergs Malou,NFO n 23,22-07-2003,FD LO 123849,44779,45194
44634,F,DK Dansbjergs Mandy,NFO a 09 23,29-08-1993,FD LO 73496,113326,43972
44635,M,DK Dansbjergs Manfred,NFO n 09 23,19-05-1998,FD LO 95122,44428,43940
44636,M,DK Dansbjergs Manou,NFO a 09 25,07-08-1998,FD LO 96854,44835,43703
44637,M,DK Dansbjergs Marcel,NFO ns 09 23,09-07-1995,FD LO 82115,1247,44246
44638,M,DK Dansbjergs Marco,NFO n 09 23,09-07-1995,FD LO 82114,1247,44246
44639,F,DK Dansbjergs Margo,NFO n 09 22,01-05-1996,FD LO 86063,1247,44021
44640,F,DK Dansbjergs Marina,NFO f 09 23,03-06-2003,FD LO 122043,44968,91295
44641,M,DK Dansbjergs Mario,NFO n,01-05-1995,FD LO 81037,910,44389
44642,F,DK Dansbjergs Marni,NFO n 23,02-10-1996,FD LO 87911,44944,44841
44643,F,DK Dansbjergs Marrit,NFO n 09 23,29-08-1993,FD LO 73492,113326,43972
44644,F,DK Dansbjergs Marrit II,NFO d 09 23,30-04-1997,FD LO 91086,1148,32361
44645,F,DK Dansbjergs Marsie,NFO n 09 22,01-05-1996,FD LO 86061,1247,44021
44646,M,DK Dansbjergs Marwin,NFO ns,29-04-2002,FD LO 115455,144344,67041
44647,M,DK Dansbjergs Mathias,NFO n 09 22,01-09-1999,FD LO 101718,45004,44013
44648,F,DK Dansbjergs Mathilde,NFO n 09 22,21-10-1992,FD LO 69573,1024,43995
44649,F,DK Dansbjergs Mathilde II,NFO d 22,30-04-1997,FD LO 91087,1148,32361
44650,F,DK Dansbjergs Mathilde III,NFO ds 09 22,02-08-2004,FD LO 129705,171032,99650
