109486,F,DK Trio Kefla,NFO f 09,26-07-1998,FD LO 95822,51434,109473
109487,F,DK Trio Lille Musse,NFO n 09 23,27-05-1994,FD LO 76835,109483,109481
109488,M,DK Trio Little Buffalo,NFO n 09 23,21-09-1993,FD LO 73198,109475,109477
109489,F,DK Trio Manna,NFO n 09 23,27-05-1994,FD LO 76834,109483,109481
109490,F,DK Trio Qeqertap Ilua,NFO f 09,27-07-1998,FD LO 95057,51434,109477
109491,M,DK Trio Quebec,NFO n 09 23,21-09-1993,FD LO 73197,109475,109477
109492,M,DK Trio Rio Grande,NFO n 09,17-06-1992,FD LO 67720,187022,30045
109493,M,DK Trio Ross-on-Wye,NFO n 09 23,22-06-1995,FD LO 81134,186855,109477
109494,F,DK Trio Royal Leamington Spa,NFO n 09 23,22-06-1995,FD LO 81136,186855,109477
109495,M,DK Trio Santos,NFO n 09 23,17-06-1992,FD LO 67721,187022,30045
109496,M,DK Trio Traustur,NFO n 09 23,26-07-1998,FD LO 95820,51434,109473
109497,F,DK Trio Umanak,NFO f 09,27-07-1998,FD LO 95056,51434,109477
109498,M,DK Trio Vorbasse,NFO n 09 23,27-05-1994,FD LO 76833,109483,109481
109499,M,DK Trio Zaire,NFO n 09 23,01-08-1991,FD LO 63919,186855,30046
109500,M,DK Trio Zeist,NFO d 23,25-07-1998,FD LO 96909,51434,186792
109501,F,DK Trisse's Beauty,NFO ds 11,07-06-1993,FD RX 8937,165131,137828
109502,F,DK Trisse's Becky,NFO f 09 23,07-06-1993,FD RX 8938,165131,137828
109503,F,DK Trisse's Belle,NFO f 23,07-06-1993,FD RX 8936,165131,137828
109504,F,DK Trisse's Buffy,NFO fs 09 23,07-06-1993,FD RX 8939,165131,137828
109505,M,DK Trisse's Laban,NFO n 09 23,21-08-1992,FD LO 69091,26100,137828
109506,M,DK Trisse's Leonardo,NFO d 23,21-08-1992,FD LO 69090,26100,137828
109507,F,DK Trisse's Leudo,NFO f 09 23,21-08-1992,FD LO 69094,26100,137828
109508,F,DK Trisse's Lilli,NFO n 09 23,21-08-1992,FD LO 69093,26100,137828
109509,M,DK Trisse's Luffe,NFO n 09 23,21-08-1992,FD LO 69092,26100,137828
109510,F,DK Trisse's Nøste,NFO f 23,22-06-1996,FD LO 93289,151506,137828
109511,M,DK Trisse's Zakarias,NFO n 09 23,16-05-1994,FD RX 9628,165131,137828
109512,F,DK Trisse's Zita,NFO e 23,16-05-1994,FD RX 9624,165131,137828
109513,F,DK Trisse's Zoe,NFO f 23,16-05-1994,FD RX 9626,165131,137828
109514,F,DK Trisse's Zora,NFO f 09 23,16-05-1994,FD RX 9625,165131,137828
109515,M,DK Trisse's Zoro,NFO ns 09 23,16-05-1994,FD RX 9627,165131,137828
109516,F,DK Triton's Amazing Grace,PER f 03,13-07-1993,FD RX 8902,139675,117646
109517,F,DK Triton's Angel de la Guarda,PER d 03,20-07-1993,FD RX 8903,139675,32214
109518,F,DK Triton's Blubber,PER d 03,03-03-1994,FD RX 9895,139675,117646
109519,F,DK Troldhaugen's ?,NFO fs 09,01-10-1991,FD RX REG 1511,113272,113212
109520,F,DK Troldhaugen's Amalie,NFO ns 09,30-07-1999,FD LO 101379,109579,109574
109521,F,DK Troldhaugen's Amanda,NFO a 09,30-07-1999,FD LO 101381,109579,109574
109522,F,DK Troldhaugen's Anine,NFO ns 09 22,30-07-1999,FD LO 101380,109579,109574
109523,M,DK Troldhaugen's Arnold,NFO d 09,06-06-1991,FD RX REG 1468,113272,113261
109524,M,DK Troldhaugen's Artur,NFO ns 09,06-06-1991,FD RX REG 1469,113272,113261
109525,M,DK Troldhaugen's Asger,NFO e,06-06-1991,FD RX REG 1470,113272,113261
109526,M,DK Troldhaugen's Balu,NFO a,01-03-2000,FD LO 103499,109579,109562
109527,M,DK Troldhaugen's Basse,NFO a 09,03-11-1992,FD LO 69837,43977,113261
109528,F,DK Troldhaugen's Bell,NFO ns 09 22,23-08-2000,FD LO 106253,109579,109574
109529,F,DK Troldhaugen's Benita,NFO n 09,23-08-2000,FD LO 106252,109579,109574
109530,M,DK Troldhaugen's Benneton,NFO d 09 23,01-03-2000,FD LO 103501,109579,109562
109531,F,DK Troldhaugen's Bianca,NFO ns 09,01-10-1991,FD RX REG 1510,113272,113212
109532,F,DK Troldhaugen's Bibi,NFO fs 09,01-10-1991,FD RX 8462,113272,113212
109533,M,DK Troldhaugen's Bino,NFO e 09,03-11-1992,FD LO 69836,43977,113261
109534,M,DK Troldhaugen's Bobo,NFO d 09 23,01-10-1991,FD RX REG 1508,113272,113212
109535,M,DK Troldhaugen's Bogart,NFO n 09,01-10-1991,FD RX REG 1509,113272,113212
109536,M,DK Troldhaugen's Brutalis,NFO n 09 23,01-03-2000,FD LO 103500,109579,109562
109537,M,DK Troldhaugen's Bulder,NFO a 09 23,03-11-1992,FD LO 69838,43977,113261
109538,M,DK Troldhaugen's Buster,NFO ns 09 22,23-08-2000,FD LO 106254,109579,109574
109539,F,DK Troldhaugen's Cesilie,NFO f 09,21-05-1993,FD LO 71709,175797,113261
109540,F,DK Troldhaugen's Cherie,NFO d 09,21-05-1993,FD LO 71710,175797,113261
109541,F,DK Troldhaugen's Columbine,NFO f 09,21-05-1993,FD LO 71708,175797,113261
