9005|M|Baloo von Tasi's DK|SBI d|FD LO 116337
9018|M|Balou 06-66|SBI e 21|FD LO 142614
9019|M|Balou 13-10|SBI a|(DK)FD LO 212545
9064|M|Baltazar von Tasi's DK|SBI n|FD LO 116338
9120|M|Bambas Sonofabitch Song Hio|SBI n|FD LO 148789
9200|F|Bamse 06-31|SBI n|FD LO 140968
9218|M|Bamse Marcanna DK|SBI n|FD LO 95191
9223|M|Bamse von Sivebæk DK|SBI n|FD LO 88196
9228|F|Bamseline Mong Tung DK|SBI n 21|FD LO 86457
9251|M|Bandit von Gott DK|SBI b|FD LO 131133
9841|M|Basil von Gott DK|SBI n|FD LO 122627
9843|M|Basil von Sivebæk DK|SBI e|FD LO 88194
9854|F|Baslatan's Mandinka|SBI a|FD LO 52236
9933|M|Bastian 98-110|SBI a|FD LO 96196
9947|M|Bastian Dinardi DK|SBI a|FD LO 102847
9950|M|Bastian Mijaw DK|SBI a|FD LO 61236
9956|M|Bastian Sinklair|SBI a|FD LO 175176
9957|M|Bastian Sinklair|SBI n|(DK)FD LO 179766
9960|M|Bastian von Gaunø DK|SBI n|FD LO 83958
10039|M|Batman 02-093|SBI n|FD LO 118310
10056|F|Batseba|SBI d|FD LO 60604
10141|M|Be My Prince Valentine Song Hio DK|SBI c|FD LO 146605
10142|F|Be My Sweetheart Song Hio DK|SBI f|FD LO 122530
10159|F|Beady Eyes De Kitha-Sinh DK|SBI c|FD LO 81221
10163|M|Beanie Song Hio DK|SBI d 21|FD LO 122533
10286|F|Beautiful Beatrix of Mølgaard DK|SBI n|FD LO 149639
10297|F|Beauty 13-11|SBI a|(DK)FD LO 212546
10347|F|Beauty von Birkvel DK|SBI a|FD LO 51914
10433|M|Beethoven Song Hio DK|SBI e|FD LO 103414
10451|M|Behold the Hero Song Hio DK|SBI n 21|FD LO 122532
10537|F|Belina Junic DK|SBI c|FD LO 113810
10552|F|Belinda von Tasi's DK|SBI f|FD LO 116340
10560|F|Beliva Santagatti DK|SBI b|FD LO 145685
10562|F|Belize von Sivebæk DK|SBI f|FD LO 88197
10581|F|Bella 08-75|SBI c|FD LO 173089
10585|F|Bella 13-09|SBI a|(DK)FD LO 212544
10603|F|Bella Baci Di Song Hio DK|SBI h|FD LO 103415
10621|F|Bella Donna von Gott DK|SBI n|FD LO 75262
10624|F|Bella Guanti Bianchi DK|SBI n|FD LO 113963
10643|F|Bella von Welsch DK|SBI a|FD LO 76859
10651|F|Belladonna 00-90|SBI b 21|FD LO 104944
10922|F|Bellis 06-082|SBI b 21|FD LO 144806
10932|F|Bellis of Saen Suay DK|SBI n|FD LO 99342
10946|M|Bello 91-40|SBI a|FD LO 62411
10994|M|Beloved Balthazar of Mølgaard DK|SBI n|FD LO 149640
11054|M|Ben Nevis Song Hio DK|SBI b|FD LO 111653
11103|F|Benicia Santagatti DK|SBI b|FD LO 145686
11126|M|Benjamin 91-41|SBI n|FD LO 62455
11149|M|Benjamin Mijaw DK|SBI a|FD LO 61235
11153|M|Benjamin Sinklair|SBI a|FD LO 104855
11158|M|Benjamin von Gaunø DK|SBI n|FD LO 65607
11213|M|Bentley von Gott DK|SBI c|FD LO 110831
11301|M|Berlioz Du Carr DK|SBI a|FD LO 63510
11343|M|Bernie Van de Mille DK|SBI n|FD LO 70513
11352|F|Berta 01-222|SBI g 21|FD LO 113195
11359|F|Bertha 03-004|SBI c|FD LO 121105
11368|M|Bertolucci Cennini DK|SBI n|FD LO 81444
