105611|1  
112865|1  
114352|1  
117042|1  
118779|1  
119696|1  
119941|1  
120232|1  
12185 |1  
12196 |1  
12198 |1  
123872|1  
124436|1  
124590|1  
125459|1  
128204|1  
128826|1  
129508|1  
130237|1  
131923|1  
131924|1  
132125|1  
132398|1  
133233|1  
133425|1  
133913|1  
133916|1  
133920|1  
13400 |1  
134172|1  
1344  |1  
134529|1  
134554|1  
134626|1  
135422|1  
135432|1  
135570|1  
135816|1  
136297|1  
136417|1  
136457|1  
136928|1  
139622|1  
13984 |1  
139966|1  
141093|1  
142353|1  
142366|1  
142382|1  
142507|1  
14323 |1  
143690|1  
144712|1  
14724 |1  
148714|1  
149738|1  
153883|1  
155365|1  
156690|1  
157006|1  
157952|1  
158268|1  
158546|1  
158624|1  
15907 |1  
159329|1  
160103|1  
16034 |1  
162345|1  
162483|1  
16303 |1  
163733|1  
163754|1  
165287|1  
165725|1  
166624|1  
167477|1  
167526|1  
167949|1  
167968|1  
167973|1  
167981|1  
167986|1  
167987|1  
168038|1  
168212|1  
168287|1  
168322|1  
168360|1  
168362|1  
168440|1  
168482|1  
168539|1  
168540|1  
168601|1  
16914 |1  
169420|1  
169507|1  
169843|1  
170034|1  
170165|1  
170238|1  
170240|1  
170347|1  
170619|1  
170635|1  
170740|1  
170795|1  
170802|1  
170949|1  
171008|1  
171217|1  
171247|1  
171286|1  
171484|1  
171628|1  
171639|1  
171661|1  
171740|1  
171801|1  
171807|1  
171811|1  
171832|1  
171834|1  
171997|1  
172107|1  
172157|1  
172164|1  
172165|1  
172178|1  
172192|1  
172203|1  
172222|1  
172228|1  
172255|1  
172266|1  
172269|1  
172270|1  
172528|1  
172599|1  
172601|1  
172603|1  
172616|1  
172641|1  
172704|1  
172862|1  
172955|1  
172964|1  
172997|1  
173374|1  
173376|1  
173394|1  
173507|1  
173514|1  
173524|1  
173590|1  
173664|1  
173941|1  
173961|1  
17507 |1  
175489|1  
175679|1  
176010|1  
176198|1  
176210|1  
176211|1  
176438|1  
176447|1  
176792|1  
177298|1  
177318|1  
178312|1  
178736|1  
178829|1  
179251|1  
179309|1  
179669|1  
180533|1  
181763|1  
183206|1  
18430 |1  
18436 |1  
18517 |1  
185263|1  
185612|1  
185766|1  
185940|1  
185949|1  
186272|1  
186757|1  
186777|1  
186946|1  
187175|1  
187650|1  
