SOURCE	TARGET
51029	175021
51030	175021
51031	175021
51032	175021
51033	151465
51034	151465
51035	151465
51036	151465
51037	151465
51038	151465
51039	151465
51040	151465
51041	10727
51042	10727
51043	10727
51044	10727
51045	10727
51046	50916
51047	380
51048	50877
51049	116553
51050	116553
51051	41705
51052	41705
51053	116553
51054	116553
51055	116553
51056	116553
51057	116553
51058	41705
51059	41705
51060	116553
51061	116553
51062	94762
51063	94762
51064	170135
51065	170135
51066	170135
51067	94762
51068	170135
51069	94762
51070	112039
51071	112039
51072	151616
51073	151616
51074	151616
51075	151616
51076	151616
51077	112039
51078	151616
51079	151616
51080	112039
51081	112039
51082	112039
51083	112039
51084	112039
51085	112039
51086	112039
51087	112039
51088	112039
51089	112039
51090	51085
51091	112039
51092	112039
51093	112039
51094	112039
51095	112039
51096	151616
51097	29035
51098	29035
51099	29035
51100	29035
51101	29035
51102	55547
51103	55547
51104	55547
51105	177439
51106	177439
51107	177439
51108	63928
51109	63928
51110	63928
51111	63928
51112	34377
51113	34377
51114	34377
51115	108236
51116	108236
51117	108236
51118	108236
51119	108236
51120	104596
51121	104596
51122	34377
51123	104596
51124	104596
51125	34377
51126	108236
51127	108236
51128	108236
51129	104596
51130	104596
51131	108236
51132	104596
51133	104596
51134	108236
51135	104596
51136	104596
51137	108236
51138	108236
51139	108236
51140	104596
51141	104596
51142	108236
51143	108236
51144	34377
51145	104596
51146	104596
51147	51176
51148	104596
51149	104596
51150	51176
51151	104596
51152	104596
51153	104596
51154	34377
51155	104596
51156	34377
51157	34377
51158	108236
51159	34377
51160	104597
51161	104596
51162	104596
51163	104596
51164	104597
51165	108236
51166	108236
51167	104596
51168	108236
51169	108236
51170	108236
51171	104596
51172	104596
51173	34377
51174	104596
51175	104596
51176	108236
51177	108236
51178	104596
51179	104597
51180	108236
51181	108236
51182	108236
51183	108236
51184	104596
51185	104596
51186	104596
51187	34377
51188	104597
51189	104596
51190	104597
51191	34377
51192	34377
51193	104596
51194	108236
51195	104596
51196	108236
51197	34377
51198	108236
51199	28186
51200	28186
51201	28186
51202	28186
51203	28186
51204	115535
51205	115535
51206	115535
51207	115535
51208	115535
51209	115535
51210	115535
51211	115535
51212	115535
51213	115535
51214	157411
51215	55063
51216	55063
51217	55063
51218	55063
51219	178027
51220	178027
51221	178027
51222	55063
51223	178027
51224	178027
51225	100123
51226	100123
51227	100123
51228	100123
51229	71951
51230	108976
51231	116455
51232	414
51233	71951
51234	414
51235	51916
51236	51916
51237	108976
51238	51916
51239	51884
51240	108976
51241	414
51242	51884
51243	51884
51244	51884
51245	108976
51246	51884
51247	108976
51248	108976
51249	116455
51250	51884
51251	51884
51252	59990
51253	51884
51254	116455
51255	414
51256	51884
51257	414
51258	116455
51259	51884
51260	51884
51261	51884
51262	414
51263	108976
51264	108976
51265	108976
51266	71951
51267	108976
51268	59990
51269	51884
51270	71951
51271	51884
51272	108976
51273	108976
51274	108976
51275	108976
51276	108976
51277	108976
51278	176895
51279	176895
51280	61937
51281	176895
51282	61937
51283	66405
51284	66405
51285	66405
51286	322
51287	322
51288	322
51289	322
51290	322
51291	322
51292	322
51293	172967
51294	172967
51295	172967
51296	166873
51297	166873
51298	166873
51299	166873
51300	166873
51301	166873
51302	166873
51303	166873
51304	166873
51305	166873
51306	166873
51307	166873
51308	166873
51309	166873
51310	166873
51311	166873
51312	166873
51313	166873
51314	166873
51315	166873
51316	166873
51317	166873
51318	166873
51319	186472
51320	186472
51321	186472
51322	186472
51323	186472
51324	186472
51325	186472
51326	186472
51327	186472
51328	186472
51329	186472
51330	186472
51331	108878
51332	114030
51333	108878
51334	114030
51335	114030
51336	161004
51337	161004
51338	161004
51339	161004
51340	161004
51341	78385
51342	51347
51343	108959
51344	51347
51345	78385
51346	161004
51347	108959
51348	161004
51349	78385
51350	108959
51351	161004
51352	78385
51353	108959
51354	71881
51355	128865
51356	128865
51357	71881
51358	71881
51359	128865
51360	71881
51361	193099
51362	14620
51363	193099
51364	14622
51365	148840
51366	14622
51367	193100
51368	193099
51369	14622
51370	14622
51371	193099
51372	193100
51373	193100
51374	193100
51375	148840
51376	14620
51377	14620
51378	148840
51379	14620
51380	14620
51381	148840
51382	43292
51383	43292
51384	43292
51385	43292
51386	43292
51387	27561
51388	27561
51389	89819
51390	89819
51391	89819
51392	27561
51393	51412
51394	51412
51395	51412
51396	51412
51397	51412
51398	170077
51399	120509
51400	51412
51401	120509
51402	121938
51403	51412
51404	122210
51405	170077
51406	122210
51407	121938
51408	122210
51409	51412
51410	170077
51411	122210
51412	120509
51413	172914
51414	172914
51415	172914
51416	172914
51417	92116
51418	92116
51419	92116
51420	92116
51421	92116
51422	92116
51423	157524
51424	114716
51425	157524
51426	157524
51427	114716
51428	108026
51429	26112
51430	108026
51431	26112
51432	26112
51433	71623
51434	71623
51435	71623
51436	71623
51437	71623
51438	71623
51439	108026
51440	71623
51441	108026
51442	108026
51443	16181
51444	16181
51445	16181
51446	108026
51447	117346
51448	117346
51449	117346
51450	117346
51451	117346
51452	117346
51453	117346
51454	117346
51455	46382
51456	46382
51457	46382
51458	46382
51459	46382
51460	46382
51461	134840
51462	143515
51463	51470
51464	51470
51465	118239
51466	51470
51467	51470
51468	51470
51469	183603
51470	139645
51471	139645
51472	51470
51473	29756
51474	29756
51475	124201
51476	124201
51477	124201
51478	29760
51479	29760
51480	29763
51481	29763
51482	29760
51483	29760
51484	51480
51485	51482
51486	51480
51487	51480
51488	51480
51489	51480
51490	51480
51491	51480
51492	51480
51493	51480
51494	51480
51495	51480
51496	51484
51497	51484
51498	51482
51499	51482
51500	51482
51501	51482
51502	59917
51503	59917
51504	59917
51505	59917
51506	59917
51507	8423
51508	8423
51509	8423
51510	8027
51511	8027
51512	8027
51513	8027
51514	8027
51515	8415
51516	8415
51517	112815
51518	112815
51519	112815
51520	86461
51521	86461
51522	19916
51523	19916
51524	19916
51525	19916
51526	22292
51527	22292
51528	22292
51529	22292
51530	161329
51531	161329
51532	161329
51533	18523
51534	161329
51535	161329
51536	161329
51537	161329
51538	161329
51539	161329
51540	161329
51541	161329
51542	161329
51543	161329
51544	161329
51545	161329
51546	161329
51547	161329
51548	161329
51549	161329
51550	161329
51551	161329
51552	161329
51553	161329
51554	161329
51555	161329
51556	161329
51557	12376
51558	12376
51559	12376
51560	114931
51561	167360
51562	114931
51563	114931
51564	114931
51565	114931
51566	167360
51567	167360
51568	167360
51569	149773
51570	60852
51571	60852
51572	60852
51573	60852
51574	60852
51575	67822
51576	67822
51577	67822
51578	67822
51579	67822
51580	67822
51581	67822
51582	67822
51583	67867
51584	67867
51585	67867
51586	67867
51587	67867
51588	67867
51589	69895
51590	69895
51591	69895
51592	69895
51593	69895
51594	69895
51595	69895
51596	69895
51597	69895
51598	69895
51599	69895
51600	67867
51601	30824
51602	113277
51603	113277
51604	113277
51605	113277
51606	113277
51607	113277
51608	113277
51609	51620
51610	113277
51611	113277
51612	113277
51613	109583
51614	113277
51615	113277
51616	113277
51617	113277
51618	113277
51619	113277
51620	159632
51621	159632
51622	159632
51623	159632
51624	159632
51625	159632
51626	159632
51627	159632
51628	113277
51629	113277
51630	71951
51631	113277
51632	159632
51633	159632
51634	159632
51635	109558
51636	51620
51637	51620
51638	51620
51639	71951
51640	175797
51641	175797
51642	175797
51643	155370
51644	155370
51645	155370
51646	155370
51647	159632
51648	159632
51649	159632
51650	159632
51651	109579
51652	109579
51653	109579
51654	109583
51655	109583
51656	109583
51657	109583
51658	49501
51659	49501
51660	49501
51661	49501
51662	49501
51663	49501
51664	49501
51665	49501
51666	113334
51667	71951
51668	49501
51669	49501
51670	49501
51671	60707
51672	60707
51673	71951
51674	49501
51675	49501
51676	49501
51677	139639
51678	139639
51679	139639
51680	139639
51681	139639
51682	189839
51683	176989
51684	139639
51685	51711
51686	173855
51687	173855
51688	134948
51689	134948
51690	134948
51691	134948
51692	134948
51693	168673
51694	157638
51695	139639
51696	132396
51697	132396
51698	134948
51699	139639
51700	51714
51701	51714
51702	51711
51703	51711
51704	139639
51705	157638
51706	139639
51707	51704
51708	189839
51709	157611
51710	157611
51711	157611
51712	51714
51713	170751
51714	170751
51715	51714
51716	170751
51717	170751
51718	150473
51719	150473
51720	150473
51721	150473
51722	170751
51723	139639
51724	187599
51725	9845
51726	9845
51727	9845
51728	9845
51729	187599
51730	122819
51731	122819
51732	187599
51733	187599
51734	51704
51735	51704
51736	173186
51737	51704
51738	139639
51739	139639
51740	173186
51741	173186
51742	173186
51743	173186
51744	168673
51745	187599
51746	55018
51747	55018
51748	55018
51749	64500
51750	55018
51751	80529
51752	80529
51753	55018
51754	80529
51755	55018
51756	64500
51757	64500
51758	80529
51759	55018
51760	55018
51761	80529
51762	64500
51763	80529
51764	55018
51765	118418
51766	139642
51767	139642
51768	139642
51769	139642
51770	142863
51771	142863
51772	193584
51773	142863
51774	142863
51775	142863
51776	142863
51777	60024
51778	60024
51779	60024
51780	60024
51781	60024
51782	183072
51783	183072
51784	48967
51785	48967
51786	81891
51787	81847
51788	48900
51789	81847
51790	81847
51791	48967
51792	48967
51793	3991
51794	3991
51795	38799
51796	48900
51797	48967
51798	48967
51799	81847
51800	81891
51801	81891
51802	48967
51803	48967
51804	3991
51805	48967
51806	48950
51807	48900
51808	81891
51809	81847
51810	48967
51811	81891
51812	48967
51813	48967
51814	48900
51815	81891
51816	48967
51817	48967
51818	48967
51819	38799
51820	81847
51821	81847
51822	81847
51823	81891
51824	106207
51825	106207
51826	48950
51827	48950
51828	106207
51829	81847
51830	81847
51831	48967
51832	81891
51833	48967
51834	81847
51835	91240
51836	91240
51837	91240
51838	41657
51839	41657
51840	41657
51841	41657
51842	41657
51843	186913
51844	68929
51845	68929
51846	68929
51847	68929
51848	68929
51849	59149
51850	59149
51851	59149
51852	59149
51853	59149
51854	59149
51855	58942
51856	58942
51857	58942
51858	58942
51859	25413
51860	25413
51861	25413
51862	128463
51863	128463
51864	51877
51865	51877
51866	51877
51867	168763
51868	87000
51869	51877
51870	25487
51871	25487
51872	186576
51873	186576
51874	186576
51875	51870
51876	51870
51877	51870
51878	1207
51879	51870
51880	51870
51881	51870
51882	51870
51883	51870
51884	168763
51885	51873
51886	51877
51887	51877
51888	51877
51889	51877
51890	168763
51891	86997
51892	86997
51893	86997
51894	71236
51895	86997
51896	86997
51897	86997
51898	86997
51899	49571
51900	86997
51901	86997
51902	86997
51903	86997
51904	86997
51905	86997
51906	1207
51907	86997
51908	86997
51909	1207
51910	71236
51911	1207
51912	1207
51913	1207
51914	49571
51915	1207
51916	1207
51917	1207
51918	1207
51919	1207
51920	71236
51921	1207
51922	49571
51923	49571
51924	1207
51925	1207
51926	1207
51927	49571
51928	49571
51929	1207
51930	113216
51931	113216
51932	113216
51933	113216
51934	97495
51935	97495
51936	82988
51937	82988
51938	82988
51939	82988
51940	82988
51941	51942
51942	82988
51943	910
51944	44329
51945	910
51946	910
51947	910
51948	44329
51949	44329
51950	43701
51951	910
51952	44329
51953	44329
51954	43701
51955	44329
51956	104204
51957	94150
51958	94150
51959	104204
51960	104204
51961	104204
51962	104204
51963	104204
51964	104204
51965	104204
51966	52072
51967	52072
51968	52072
51969	104204
51970	52072
51971	52072
51972	146286
51973	146286
51974	146286
51975	146286
51976	146286
51977	52072
51978	52072
51979	52072
51980	146286
51981	146286
51982	146286
51983	146286
51984	146286
51985	42405
51986	146286
51987	42405
51988	146286
51989	94196
51990	146286
51991	146286
51992	94150
51993	146286
51994	146286
51995	94150
51996	146286
51997	146286
51998	94150
51999	94150
52000	94150
52001	42356
52002	52072
52003	42356
52004	146286
52005	146286
52006	52072
52007	146286
52008	146286
52009	42356
52010	42356
52011	42356
52012	42356
52013	42356
52014	42356
52015	52072
52016	42356
52017	42356
52018	42356
52019	52072
52020	52072
52021	52072
52022	42356
52023	42356
52024	52072
52025	52072
52026	21161
52027	21161
52028	21161
52029	94196
52030	21161
52031	94196
52032	21161
52033	94196
52034	42356
52035	94196
52036	42356
52037	94196
52038	94196
52039	42356
52040	94196
52041	127820
52042	127820
52043	94196
52044	112415
52045	112415
52046	112415
52047	112415
52048	112415
52049	127820
52050	127820
52051	94119
52052	94196
52053	94196
52054	42356
52055	106939
52056	106939
52057	106939
52058	106939
52059	106939
52060	106939
52061	106939
52062	190218
52063	94196
52064	106939
52065	94150
52066	94150
52067	94150
52068	94150
52069	94150
52070	94150
52071	6143
52072	6143
52073	106939
52074	106939
52075	106939
52076	106939
52077	106939
52078	106939
52079	106939
52080	106939
52081	106939
52082	106939
52083	106939
52084	106939
52085	90635
52086	90635
52087	90635
52088	90635
52089	103378
52090	103378
52091	103378
52092	103378
52093	58008
52094	58008
52095	147321
52096	147321
52097	147321
52098	147321
52099	147321
52100	147321
52101	147321
52102	147321
52103	147321
52104	157839
52105	157839
52106	157839
52107	157839
52108	157839
52109	157839
52110	52172
52111	52172
52112	52121
52113	58372
52114	52172
52115	52121
52116	52172
52117	52172
52118	52172
52119	52172
52120	52138
52121	52172
52122	52217
52123	52217
52124	52217
52125	52217
52126	52217
52127	52217
52128	52120
52129	43557
52130	52217
52131	52138
52132	58372
52133	52217
52134	43557
52135	52133
52136	52217
52137	52138
52138	149907
52139	52172
52140	52217
52141	52172
52142	52172
52143	52172
52144	149907
52145	158580
52146	52172
52147	158580
52148	52172
52149	52172
52150	52172
52151	52217
52152	43557
52153	52143
52154	52172
52155	52121
52156	58372
52157	52172
52158	52172
52159	52172
52160	55187
52161	52172
52162	149907
52163	52172
52164	52172
52165	52172
52166	52138
52167	52217
52168	149907
52169	52217
52170	58372
52171	52217
52172	43557
52173	158580
52174	149907
52175	52217
52176	52120
52177	52172
52178	52172
52179	58372
52180	52120
52181	43557
52182	52217
52183	58372
52184	58372
52185	58372
52186	52217
52187	52217
52188	52217
52189	52143
52190	52217
52191	52133
52192	52143
52193	52152
52194	43557
52195	52217
52196	52143
52197	158580
52198	52138
52199	149907
52200	52172
52201	52172
52202	43557
52203	52217
52204	58372
52205	158580
52206	52172
52207	52172
52208	52217
52209	52121
52210	52143
52211	58372
52212	52172
52213	55187
52214	58372
52215	52217
52216	58372
52217	52172
52218	158580
52219	52172
52220	52172
52221	52120
52222	158580
52223	58372
52224	158580
52225	43557
52226	58372
52227	149907
52228	8379
52229	130553
52230	130553
52231	8379
52232	8379
52233	130553
52234	130553
52235	130553
52236	190382
52237	130553
52238	190382
52239	185814
52240	185814
52241	190382
52242	190382
52243	190382
52244	185814
52245	190382
52246	190382
52247	190382
52248	128222
52249	190382
52250	24285
52251	128222
52252	24285
52253	24285
52254	24285
52255	24285
52256	24285
52257	189508
52258	189508
52259	189508
52260	189508
52261	52258
52262	24285
52263	24285
52264	24285
52265	96132
52266	96132
52267	176020
52268	176020
52269	176020
52270	96132
52271	95894
52272	95894
52273	95894
52274	74133
52275	74133
52276	74133
52277	95894
52278	95894
52279	95894
52280	74133
52281	95894
52282	74133
52283	74133
52284	189256
52285	95894
52286	95894
52287	189256
52288	189256
52289	95894
52290	52283
52291	52283
52292	52283
52293	175467
52294	2766
52295	2766
52296	2766
52297	2766
52298	2766
52299	2766
52300	2766
52301	176033
52302	176033
52303	176033
52304	176033
52305	60356
52306	60356
52307	60356
52308	60356
52309	36634
52310	36634
52311	36634
52312	36634
52313	36634
52314	52310
52315	52310
52316	52310
52317	52310
52318	15683
52319	15683
52320	15683
52321	104784
52322	104784
52323	104784
52324	104784
52325	52320
52326	52320
52327	52320
52328	52320
52329	52320
52330	161751
52331	161751
52332	161751
52333	161751
52334	161751
52335	19916
52336	112865
52337	19916
52338	19916
52339	62010
52340	62010
52341	62010
52342	62010
52343	62010
52344	191486
52345	191486
52346	191486
52347	191486
52348	191486
52349	191486
52350	61852
52351	135840
52352	135840
52353	176895
52354	176895
52355	135840
52356	135840
52357	135840
52358	135840
52359	135840
52360	135840
52361	135840
52362	135840
52363	135840
52364	135840
52365	135840
52366	135840
52367	135840
52368	135840
52369	135840
52370	52363
52371	167978
52372	167978
52373	62092
52374	62092
52375	62092
52376	62092
52377	62092
52378	99509
52379	99509
52380	99509
52381	99509
52382	99509
52383	99509
52384	99509
52385	99509
52386	62063
52387	62063
52388	62063
52389	62063
52390	62063
52391	62063
52392	62063
52393	62063
52394	115847
52395	115847
52396	115847
52397	115847
52398	115847
52399	115847
52400	125988
52401	10432
52402	10432
52403	10432
52404	10432
52405	26921
52406	26921
52407	26921
52408	98590
52409	98590
52410	98590
52411	98590
52412	98590
52413	49864
52414	49864
52415	49864
52416	49864
52417	49864
52418	49864
52419	49864
52420	156238
52421	156238
52422	69751
52423	52474
52424	69739
52425	14586
52426	1034
52427	65683
52428	52474
52429	52474
52430	69751
52431	69751
52432	53449
52433	14586
52434	167594
52435	69751
52436	69751
52437	69751
52438	69751
52439	53471
52440	52511
52441	53449
52442	69739
52443	69751
52444	65683
52445	103356
52446	53471
52447	69751
52448	69739
52449	156238
52450	52511
52451	93798
52452	52474
52453	69739
52454	44333
52455	69751
52456	156238
52457	14586
52458	93798
52459	103356
52460	69751
52461	14586
52462	52469
52463	69751
52464	53449
52465	122263
52466	1034
52467	167594
52468	52469
52469	53449
52470	53471
52471	156238
52472	53449
52473	69751
52474	44333
52475	93798
52476	52469
52477	156238
52478	53471
52479	69751
52480	93798
52481	69751
52482	156238
52483	53471
52484	69739
52485	52474
52486	156238
52487	52511
52488	103356
52489	52511
52490	103356
52491	53471
52492	69751
52493	69751
52494	69751
52495	52474
52496	53471
52497	1034
52498	53449
52499	156238
52500	53471
52501	52474
52502	69698
52503	1034
52504	69751
52505	69739
52506	52511
52507	69751
52508	1034
52509	69698
52510	53449
52511	52474
52512	44333
52513	14586
52514	53471
52515	52511
52516	14586
52517	44333
52518	14586
52519	69698
52520	52474
52521	167594
52522	14586
52523	122263
52524	14586
52525	69751
52526	44333
52527	65683
52528	69698
52529	98797
52530	98797
52531	146212
52532	145944
52533	146212
52534	131775
52535	145944
52536	18819
52537	52704
52538	18819
52539	52642
52540	146212
52541	58521
52542	52626
52543	131775
52544	146212
52545	146212
52546	75627
52547	131775
52548	58521
52549	52626
52550	146148
52551	52626
52552	107534
52553	145497
52554	107534
52555	107534
52556	146212
52557	131775
52558	18819
52559	107534
52560	146212
52561	52642
52562	146056
52563	146056
52564	52704
52565	146056
52566	145519
52567	145519
52568	145944
52569	77601
52570	77601
52571	52704
52572	18819
52573	146148
52574	77601
52575	77601
52576	77601
52577	146148
52578	145497
52579	77601
52580	77601
52581	146212
52582	28272
52583	146212
52584	77601
52585	28272
52586	146212
52587	146212
52588	146212
52589	145497
52590	146212
52591	58521
52592	146148
52593	131775
52594	131775
52595	131775
52596	75627
52597	146212
52598	75627
52599	146056
52600	146056
52601	146056
52602	146056
52603	52642
52604	146056
52605	146056
52606	54895
52607	131775
52608	18819
52609	18819
52610	18819
52611	18819
52612	145613
52613	145719
52614	52728
52615	145719
52616	52704
52617	52538
52618	52704
52619	145855
52620	52704
52621	52538
52622	58521
52623	145855
52624	52704
52625	145855
52626	145855
52627	18819
52628	131775
52629	77601
52630	145944
52631	145497
52632	52688
52633	145497
52634	18819
52635	18819
52636	52688
52637	58521
52638	131775
52639	145944
52640	18819
52641	18819
52642	113396
52643	18819
52644	18819
52645	18819
52646	18819
52647	145944
52648	18819
52649	146148
52650	18819
52651	18819
52652	18819
52653	18819
52654	145855
52655	18819
52656	75627
52657	58521
52658	131775
52659	145538
52660	113396
52661	145497
52662	18819
52663	52538
52664	145538
52665	166032
52666	145538
52667	145719
52668	52728
52669	131775
52670	113396
52671	145538
52672	145538
52673	145538
52674	145538
52675	131775
52676	54895
52677	113396
52678	131775
52679	131775
52680	145538
52681	131775
52682	145453
52683	145453
52684	18819
52685	52642
52686	18819
52687	145453
52688	145497
52689	145519
52690	145719
52691	145453
52692	145944
52693	145453
52694	52688
52695	145944
52696	28272
52697	145613
52698	75627
52699	131775
52700	145944
52701	145944
52702	131775
52703	145944
52704	28272
52705	145453
52706	131775
52707	75627
52708	52688
52709	131775
52710	75627
52711	145497
52712	52704
52713	131775
52714	131775
52715	145944
52716	145944
52717	52704
52718	54895
52719	54895
52720	146212
52721	145538
52722	58521
52723	145497
52724	145944
52725	52704
52726	75627
52727	145613
52728	146212
52729	58521
52730	58521
52731	75627
52732	75627
52733	75627
52734	75627
52735	75627
52736	28272
52737	39212
52738	54118
52739	39212
52740	102662
52741	39212
52742	54118
52743	54118
52744	54118
52745	102662
52746	39212
52747	102662
52748	54118
52749	54118
52750	39212
52751	39212
52752	39212
52753	102662
52754	39212
52755	102662
52756	39212
52757	171795
52758	171795
52759	171795
52760	171795
52761	171795
52762	140119
52763	140119
52764	140119
52765	140119
52766	140119
52767	140119
52768	171795
52769	171795
52770	171795
52771	171795
52772	125464
52773	125464
52774	125464
52775	125464
52776	125464
52777	125464
52778	60024
52779	168947
52780	168947
52781	168947
52782	168947
52783	60024
52784	60024
52785	60024
52786	60024
52787	60024
52788	171795
52789	8498
52790	8498
52791	118263
52792	163394
52793	163394
52794	166996
52795	166996
52796	118263
52797	166996
52798	163394
52799	163394
52800	166996
52801	166996
52802	166996
52803	118263
52804	163394
52805	163394
52806	166996
52807	163394
52808	163394
52809	166996
52810	107546
52811	107546
52812	107546
52813	107546
52814	107546
52815	107546
52816	107546
52817	127470
52818	52817
52819	127470
52820	127470
52821	121232
52822	121232
52823	121232
52824	52823
52825	52823
52826	121232
52827	52823
52828	121232
52829	121232
52830	52823
52831	52862
52832	52862
52833	124773
52834	52864
52835	52864
52836	52823
52837	52823
52838	52823
52839	52826
52840	67718
52841	67718
52842	52882
52843	67718
52844	67718
52845	67718
52846	105660
52847	105660
52848	105660
52849	105660
52850	105660
52851	52862
52852	52862
52853	52862
52854	52862
52855	52862
52856	52864
52857	52864
52858	52864
52859	52864
52860	52864
52861	52864
52862	52864
52863	52882
52864	52882
52865	52905
52866	52905
52867	52905
52868	52905
52869	6950
52870	6950
52871	6950
52872	52905
52873	52905
52874	52905
52875	52905
52876	52905
52877	52905
52878	52905
52879	52905
52880	36102
52881	36102
52882	52905
52883	52905
52884	52905
52885	52905
52886	52905
52887	52905
52888	52905
52889	52905
52890	52905
52891	52905
52892	52905
52893	52905
52894	52905
52895	52905
52896	52905
52897	52905
52898	52905
52899	7143
52900	7143
52901	7143
52902	7143
52903	36060
52904	36060
52905	36060
52906	10172
52907	10172
52908	30204
52909	17565
52910	30204
52911	17565
52912	30204
52913	53067
52914	134247
52915	30204
52916	52969
52917	52969
52918	161484
52919	53067
52920	53129
52921	134247
52922	30204
52923	111237
52924	134247
52925	169675
52926	52969
52927	53973
52928	53973
52929	169675
52930	130005
52931	161484
52932	30204
52933	52969
52934	134247
52935	30204
52936	30204
52937	169675
52939	53129
52940	111237
52941	30204
52942	53129
52943	30204
52944	30204
52945	53129
52946	30204
52947	53129
52948	30204
52949	30204
52950	169675
52951	130005
52952	30204
52953	30204
52954	53067
52955	30204
52956	53129
52957	53129
52958	30204
52959	30204
52960	161484
52961	161484
52962	1939
52963	53070
52964	161484
52965	161484
52966	53070
52967	161484
52968	53129
52969	134247
52970	130005
52971	52969
52973	30204
52974	30204
52975	53070
52976	30204
52977	30204
52978	30204
52979	53129
52980	30204
52981	161484
52982	52964
52983	30204
52984	161484
52985	17565
52986	169675
52987	30204
52988	161484
52989	30204
52990	169675
52991	30204
52992	53067
52993	99740
52994	169675
52995	30204
52996	111237
52997	99740
52998	30204
52999	30204
53000	53129
53001	30204
53002	1939
53003	30204
53004	53129
53005	52969
53006	53067
53007	52964
53008	53129
53009	30204
53010	30204
53011	53129
53012	53129
53013	30204
53014	30204
53015	53129
53016	169675
53017	169675
53018	53973
53019	30204
53020	30204
53021	30204
53022	30204
53023	130005
53024	169675
53025	30204
53026	52964
53027	52969
53028	30204
53029	52964
53030	52969
53031	30204
53032	30204
53033	30204
53034	53070
53035	53129
53036	30204
53037	53129
53038	53129
53039	53093
53040	161484
53041	161484
53042	30204
53043	52969
53044	30204
53045	30204
53046	161484
53047	30204
53048	53070
53049	53070
53050	30204
53051	52969
53052	53973
53053	30204
53055	134247
53056	30204
53057	161484
53058	99740
53059	30204
53060	53973
53061	134247
53062	161484
53063	53070
53064	169675
53065	53070
53066	161484
53067	30204
53068	99740
53069	161484
53070	161484
53071	111237
53072	130005
53073	111237
53074	161484
53075	111237
53076	52964
53077	30204
53078	30204
53079	30204
53080	111237
53081	30204
53082	161484
53083	169675
53084	30204
53085	30204
53086	52969
53087	53067
53088	53067
53089	52969
53090	52969
53091	52969
53092	53093
53093	161484
53094	30204
53095	52964
53096	53973
53097	161484
53098	52969
53099	161484
53100	161484
53101	53070
53102	161484
53103	52969
53104	52969
53105	161484
53106	53070
53107	30204
53108	53070
53109	30204
53110	30204
53111	30204
53112	30204
53113	130005
53114	1939
53115	30204
53116	30204
53117	99740
53118	99740
53119	149100
53120	1939
53121	30204
53122	161484
53123	52969
53124	30204
53125	53067
53127	161484
53128	161484
53129	30204
53130	30204
53131	52969
53132	172640
53133	172640
53134	172640
53135	172640
53136	172640
53137	51202
53138	51202
53139	51202
53140	4155
53141	4155
53142	51202
53143	48269
53144	48269
53145	4660
53146	4660
53147	4660
53148	4660
53149	48269
53150	48269
53151	48269
53152	48269
53153	48269
53154	48269
53155	167978
53156	167978
53157	167978
53158	167978
53159	167978
53160	167978
53161	65848
53162	65767
53163	115694
53164	115694
53165	65767
53166	115694
53167	65767
53168	65767
53169	115694
53170	65848
53171	65767
53172	65848
53173	65848
53174	65767
53175	65767
53176	65848
53177	65767
53178	65848
53179	115694
53180	65848
53181	65848
53182	65767
53183	16732
53184	16732
53185	16732
53186	16732
53187	68996
53188	68996
53189	68996
53190	63783
53191	63783
53192	63783
53193	63783
53194	63783
53195	63783
53196	16732
53197	16732
53198	68996
53199	34281
53200	34281
53201	34281
53202	34281
53203	34281
53204	34281
53205	42554
53206	42554
53207	79043
53208	42554
53209	42554
53210	42554
53211	42554
53212	42554
53213	42554
53214	42554
53215	42554
53216	79043
53217	79043
53218	79043
53219	79043
53220	79043
53221	79043
53222	42554
53223	79043
53224	79043
53225	79043
53226	155822
53227	155822
53228	155822
53229	155822
53230	174670
53231	174670
53232	174670
53233	56986
53234	56986
53235	56986
53236	123239
53237	123239
53238	123239
53239	123239
53240	53233
53241	53233
53242	53233
53243	129022
53244	129022
53245	129022
53246	129022
53247	129022
53248	92026
53249	53248
53250	53248
53251	53248
53252	53248
53253	53248
53254	53248
53255	53248
53256	53248
53257	53248
53258	53248
53259	92026
53260	53248
53261	92026
53262	92026
53263	92026
53264	53248
53265	53248
53266	1995
53267	1995
53268	1995
53269	1995
53270	59985
53271	59985
53272	107946
53273	107946
53274	59985
53275	59985
53276	107946
53277	59985
53278	107946
53279	107946
53280	53293
53281	53293
53282	53293
53283	53281
53284	53281
53285	53293
53286	67887
53287	165131
53288	53281
53289	67887
53290	53293
53291	67887
53292	165131
53293	67887
53294	165131
53295	8027
53296	8027
53297	8027
53298	8027
53299	71906
53300	71906
53301	71906
53302	71906
53303	71906
53304	71906
53305	71906
53306	173191
53307	173191
53308	173191
53309	173191
53310	173191
53311	49587
53312	49587
53313	49587
53314	49587
53315	103378
53316	103378
53317	103378
53318	103378
53319	103378
53320	65595
53321	65595
53322	65595
53323	65595
53324	65595
53325	65595
53326	65595
53327	65595
53328	65595
53329	65595
53330	65595
53331	65595
53332	65595
53333	108981
53334	108981
53335	108981
53336	71899
53337	71899
53338	71899
53339	71899
53340	71899
53341	71899
53342	52495
53343	74387
53344	52495
53345	39193
53346	95125
53347	52495
53348	95125
53349	52495
53350	95125
53351	33221
53352	53388
53353	16325
53354	74387
53355	16325
53356	16325
53357	117498
53358	93777
53359	16325
53360	117498
53361	16325
53362	93777
53363	53367
53364	74387
53365	16325
53366	74387
