SOURCE	TARGET
118156	117400
118157	110767
118158	119315
118159	7197
118160	16285
118161	180001
118162	7720
118163	142861
118164	18981
118165	107870
118166	133336
118167	176143
118168	120232
118169	8990
118170	51870
118171	39251
118172	407
118173	14121
118174	14121
118175	161498
118177	192589
118178	140206
118181	172758
118183	156617
118185	55836
118186	144712
118187	5475
118188	9515
118189	113325
118190	118912
118191	178747
118192	160432
118193	131082
118194	181562
118195	2025
118196	192733
118197	167090
118198	136933
118199	22174
118200	129867
118201	14917
118202	156527
118203	41058
118204	41058
118205	131939
118206	165477
118207	43292
118208	7720
118209	120197
118210	41039
118211	147160
118213	157769
118215	43203
118216	139235
118217	127692
118218	10182
118219	24132
118220	15308
118221	8813
118224	18944
118226	20427
118227	126139
118228	128222
118229	154267
118231	154267
118234	154267
118235	150337
118236	139369
118239	175743
118240	15804
118241	16488
118242	155735
118243	87563
118244	3321
118245	161751
118246	54449
118247	129596
118248	129596
118249	142485
118250	129596
118251	142485
118252	134338
118253	134338
118254	84688
118255	134338
118256	142485
118257	118273
118258	118250
118259	118250
118260	167694
118261	118250
118262	118250
118263	190087
118264	87563
118265	87563
118266	167694
118267	87563
118268	161751
118269	87563
118270	84688
118271	161751
118272	161751
118273	190087
118274	167694
118275	87563
118276	142485
118277	118273
118278	54449
118279	118273
118280	87563
118281	130793
118282	159617
118283	11703
118285	186491
118286	33873
118287	165403
118288	98121
118289	6090
118290	124792
118292	118293
118293	183458
118294	118292
118296	118287
118297	19860
118298	193887
118300	21093
118301	167003
118302	4841
118304	144118
118306	185563
118307	186420
118308	141084
118309	124477
118310	180511
118312	118310
118314	190399
118315	135125
118317	118318
118319	118913
118320	8790
118321	120007
118322	116676
118323	116676
118324	22034
118325	177247
118328	153380
118329	192833
118330	122296
118331	133752
118332	128472
118333	118332
118334	128472
118335	135989
118336	158985
118340	121037
118341	168723
118342	168723
118343	178027
118344	11195
118345	3214
118346	167394
118347	129284
118349	167213
118350	118107
118352	125919
118354	140852
118355	24379
118356	118586
118357	2061
118358	164313
118361	190132
118362	13477
118363	4469
118364	7720
118366	72736
118367	9267
118368	6377
118369	168887
118370	193291
118371	133336
118372	143667
118373	13956
118374	191339
118375	142568
118376	175758
118377	21290
118378	154803
118379	175758
118381	154803
118382	174255
118385	43513
118386	9001
118387	15579
118388	136956
118389	154354
118391	192251
118392	15579
118393	15579
118394	141372
118395	15579
118396	15579
118397	136956
118398	154354
118399	141387
118401	5415
118402	5415
118403	141372
118404	118388
118407	179048
118408	120873
118409	120873
118410	120873
118411	120873
118413	120109
118414	2908
118415	41058
118416	171172
118417	149624
118418	193583
118419	18572
118420	189608
118421	157166
118422	15390
118423	118425
118424	183765
118425	167641
118426	4006
118427	118425
118428	167641
118429	183765
118432	183765
118433	183765
118434	124477
118436	121424
118437	178301
118438	186758
118439	14027
118440	123830
118441	43557
118442	178061
118443	17617
118446	144418
118447	9356
118450	43292
118451	167233
118452	159609
118453	167233
118454	167233
118455	167233
118456	118470
118457	186559
118458	186559
118459	167233
118460	167233
118461	186559
118462	167233
118463	186559
118464	167233
118465	167233
118466	167233
118467	167233
118468	186559
118469	186559
118470	118457
118471	186559
118472	167233
118473	159609
118474	167233
118475	167233
118476	167233
118477	167233
118478	159609
118479	167233
118480	118457
118481	167233
118482	159609
118483	133336
118485	2976
118487	129028
118488	163733
118489	66499
118491	118492
118492	192450
118493	192450
118494	193554
118495	1405
118496	13174
118497	13174
118498	146697
118499	99155
118500	97467
118501	181556
118503	17100
118506	129284
118507	17225
118509	143381
118510	185428
118512	42764
118513	136428
118514	24022
118515	118514
118516	176133
118518	144819
118519	118525
118520	144819
118521	118525
118522	174486
118523	144819
118524	118534
118525	128141
118533	118529
118535	130321
118536	192812
118537	118538
118540	139371
118541	23430
118542	23430
118543	108041
118544	14533
118545	182704
118547	19026
118549	137098
118550	18889
118551	58332
118552	164989
118553	184202
118555	184205
118556	184202
118557	99119
118558	99119
118559	99119
118560	99119
118561	99119
118562	161751
118563	155834
118564	128116
118565	125996
118566	1650
118567	22533
118569	118571
118570	17317
118572	168829
118573	168826
118574	8885
118576	155748
118577	122836
118578	19770
118579	19771
118580	193211
118581	14083
118584	124395
118585	2137
118587	189575
118588	17533
118589	189575
118592	17533
118593	159493
118594	118588
118595	175957
118596	116848
118597	146746
118599	164455
118600	76031
118605	21457
118607	189260
118608	135598
118609	4064
118610	22158
118611	143804
118613	98748
118614	59155
118619	161484
118620	17635
118621	155749
118623	149020
118624	38498
118625	118637
118626	118637
118627	19313
118628	118637
118629	182441
118630	193556
118631	182441
118632	151122
118633	118637
118634	182441
118635	182441
118636	118637
118637	127470
118638	118637
118640	188342
118642	127409
118643	14533
118644	162023
118647	72736
118648	128875
118650	19032
118652	411
118653	118662
118654	118662
118655	118662
118656	10508
118657	147216
118658	126548
118659	126548
118661	118662
118662	118659
118663	118658
118664	118659
118665	137255
118666	1795
118667	15375
118669	146877
118670	130553
118671	187272
118672	186280
118673	187276
118674	407
118675	43292
118676	12910
118677	142738
118678	186280
118679	128869
118680	187276
118681	193191
118682	131597
118683	128875
118684	129464
118685	186280
118687	407
118688	164094
118689	177247
118690	14533
118691	14041
118692	175220
118693	126316
118696	136366
118697	14533
118699	50022
118701	1589
118702	157642
118703	157627
118704	170760
118706	177178
118707	123820
118711	193291
118712	7788
118714	118724
118716	118724
118717	174427
118719	174427
118720	21962
118724	174427
118726	118727
118727	181542
118728	168011
118729	148931
118732	116340
118733	101335
118734	24445
118735	99870
118736	110609
118737	98083
118738	110213
118739	5475
118740	132596
118741	12583
118742	100359
118743	155449
118744	107870
118745	136512
118746	25089
118747	4567
118748	65261
118749	50812
118750	182338
118751	26341
118752	22413
118753	15618
118754	152556
118755	171066
118756	6748
118758	163658
118759	43557
118761	191160
118762	13691
118764	2014
118765	152556
118766	18981
118767	120013
118768	182198
118769	40052
118770	164141
118772	166982
118773	180056
118774	62816
118775	173408
118776	18217
118777	179087
118779	21699
118780	21699
118781	4343
118782	69535
118783	131535
118784	70937
118785	185495
118786	46382
118787	119352
118789	35706
118790	170070
118791	50022
118793	182088
118794	11930
118795	18981
118796	81394
118797	90702
118798	13691
118800	129028
118802	167517
118805	122747
118807	124477
118808	158268
118809	147910
118810	1207
118813	120817
118814	46382
118815	137443
118817	14533
118818	154825
118819	160513
118820	129028
118821	172118
118822	3562
118823	1207
118824	114354
118825	180292
118826	1985
118827	24692
118828	156214
118830	9070
118832	153810
118833	18523
118834	154911
118836	14378
118837	193226
118838	15623
118839	149201
118841	116340
118842	130553
118843	193209
118844	11907
118845	181019
118848	148281
118851	153363
118852	118851
118853	160840
118855	122343
118856	122343
118857	122343
118858	122343
118859	122343
118861	122343
118862	122343
118863	122343
118864	122343
118865	122343
118866	122343
118867	122343
118868	150631
118869	122343
118870	182851
118871	160840
118872	193584
118873	150631
118874	118863
118875	122343
118876	122343
118877	182851
118878	143249
118879	150631
118881	182851
118882	122343
118883	122343
118884	143249
118885	182851
118886	122343
118887	122343
118888	58832
118889	140629
118891	160840
118892	160840
118893	58832
118894	122343
118895	122343
118896	122343
118897	122343
118898	122343
118899	122343
118900	177958
118901	58832
118902	160840
118903	58832
118904	136628
118906	17089
118907	149092
118908	55836
118909	17089
118910	150509
118911	58335
118912	182088
118915	7720
118916	170517
118917	42050
118918	19118
118920	176156
118921	23912
118922	95534
118924	104778
118925	112009
118926	47514
118927	118945
118928	1064
118929	17919
118930	47333
118931	181655
118932	47659
118933	46856
118934	112009
118935	181655
118936	47521
118937	118935
118938	185670
118939	118941
118940	118941
118941	11656
118942	11656
118943	118941
118944	164155
118945	185670
118946	185670
118947	47521
118948	142638
118949	3735
118950	3735
118951	118930
118952	118930
118953	11656
118954	11656
118955	47573
118957	11656
118958	47514
118959	11656
118960	118945
118961	47514
118962	185827
118963	11656
118964	11656
118965	47543
118966	46959
118967	137737
118968	11907
118969	9916
118970	185453
118971	165515
118972	162216
118973	180768
118974	180768
118975	180768
118976	128941
118977	118976
118978	118975
118979	118975
118980	118976
118981	118976
118982	118976
118983	118976
118984	118978
118985	118978
118986	155834
118987	155834
118988	155834
118989	155834
118990	155834
118991	155834
118992	9363
118993	155834
118994	118990
118995	118990
118996	118990
118997	118988
118998	118988
118999	132867
119000	132867
119001	176352
119002	164794
119003	167090
119004	176446
119005	18981
119006	118982
119008	192068
119009	133961
119010	127139
119011	39251
119012	141425
119013	21787
119014	126632
119015	130553
119016	154556
119017	26341
119018	141324
119019	154162
119020	157745
119021	24115
119022	8607
119023	13883
119024	187776
119025	124210
119026	139371
119027	178237
119028	140044
119029	119921
119030	131234
119031	165446
119033	194212
119034	133460
119035	194212
119036	153802
119037	150103
119038	194212
119039	194212
119040	8895
119041	8895
119043	161099
119044	158441
119046	16198
119047	140802
119048	95534
119049	56504
119050	116340
119051	161487
119052	4232
119053	177541
119054	26875
119055	149960
119056	50022
119057	141256
119059	155981
119061	52673
119062	10532
119064	192733
119066	24032
119067	17565
119068	181119
119069	119764
119072	119075
119073	143505
119075	21159
119076	181119
119077	181119
119078	192215
119079	154337
119080	185353
119081	119764
119082	192215
119083	181119
119084	119764
119087	179075
119088	149669
119089	183313
119090	154872
119091	183314
119092	188107
119097	121185
119098	95534
119100	1097
119101	10109
119102	46159
119103	121862
119104	18523
119105	155735
119106	7285
119107	121230
119109	150284
119113	183764
119114	183764
119115	183764
119116	95534
119118	119120
119120	166466
119121	193922
119122	121010
119123	144441
119124	149005
119125	191160
119126	161751
119127	163204
119128	180292
119129	183841
119130	168462
119131	193209
119132	150791
119133	140013
119134	144594
119136	119573
119139	15308
119141	180292
119142	21145
119143	19552
119145	146081
119146	8774
119148	137461
119149	21859
119150	19819
119151	119154
119152	146854
119153	190286
119154	183437
119155	147848
119158	122189
119160	159559
119162	186167
119163	186167
119164	16840
119165	144373
119166	82003
119167	7788
119169	193227
119171	22771
119172	129251
119173	126697
119174	24759
119176	193495
119177	137416
119178	121232
119179	132318
119180	126632
119181	4054
119182	129806
119183	129806
119184	119182
119185	119182
119186	24149
119187	190713
119188	166291
119189	99509
119190	180204
119191	185495
119192	125917
119193	111828
119195	166087
119197	168089
119198	17382
119199	7293
119200	99509
119201	143089
119202	110639
119204	1938
119205	10790
119206	7788
119208	169809
119209	72024
119210	119212
119213	171168
119214	16179
119215	169128
119216	170155
119218	131092
119219	165382
119220	149540
119221	48233
119222	166055
119223	99155
119226	4121
119227	123246
119228	96104
119229	131889
119230	120609
119232	124792
119233	174189
119234	127224
119235	157330
119236	157330
119240	119237
119241	165230
119242	149070
119243	193410
119244	14695
119245	119246
119247	150971
119249	150971
119250	150971
119251	151078
119254	150971
119258	127378
119259	150971
119261	1695
119262	168026
119263	145185
119265	136140
119269	119267
119271	14622
119272	18211
119273	192128
119276	1405
119278	126021
119279	144282
119280	189541
119281	149540
119282	1405
119283	3318
119284	32827
119285	177195
119286	132391
119287	183077
119288	14450
119289	154911
119290	160340
119291	66405
119292	125756
119293	150004
119294	158651
119295	133813
119296	190120
119297	137839
119298	129251
119299	21145
119300	167692
119301	35706
119302	12149
119303	142114
119305	185495
119306	13174
119307	93999
119309	60467
119310	157973
119311	171670
119312	6968
119314	122479
119315	153656
119316	119028
119317	118232
119320	20832
119323	119320
119325	120354
119326	11890
119327	32827
119328	135257
119329	19010
119330	162461
119331	16304
119332	140424
119333	38498
119334	21145
119335	154285
119336	139264
119337	119338
119340	146826
119341	16749
119342	136593
119344	19750
119345	162264
119348	182088
119351	131082
119352	107710
119353	128123
119354	128864
119355	6453
119356	38498
119360	1986
119361	168462
119362	175191
119363	157971
119364	165889
119365	144243
119366	7591
119367	407
119369	167692
119370	171709
119371	119374
119372	189967
119373	8729
119374	193617
119375	176244
119376	9983
119377	176244
119378	119381
119379	176244
119380	176244
119381	176244
119384	192129
119385	9334
119386	119388
119387	151016
119391	130672
119392	158920
119393	168416
119394	118614
119395	141324
119396	19849
119397	43203
119398	160340
119399	20637
119400	8534
119401	122343
119402	22500
119403	144069
119404	139899
119405	154712
119408	411
119409	15892
119410	10135
119411	164628
119412	7591
119414	150005
119415	178027
119416	167161
119417	22500
119419	160993
119421	178177
119423	138706
119424	17893
119425	133372
119426	130848
119427	133372
119428	130848
119429	119432
119430	133372
119431	130302
119432	130848
119433	24759
119434	9107
119435	119439
119436	1829
119437	167210
119438	167210
119440	22618
119441	20503
119442	163668
119444	160146
119446	186109
119448	140113
119449	178112
119450	21025
119451	185971
119452	185514
119453	7161
119455	180292
119456	14182
119458	4199
119459	19506
119460	19552
119461	119465
119463	158443
119465	150570
119467	21736
119468	119464
119470	118064
119471	183791
119472	119475
119480	172940
119481	186939
119482	58315
119485	5152
119486	193291
119487	124019
119488	144652
119489	5152
119490	120538
119493	120548
119494	168054
119496	151252
119497	193209
119498	148931
119499	93999
119500	161744
119501	21887
119502	124921
119503	407
119504	12822
119505	178128
119507	119506
119508	149693
119509	17451
119510	139286
119511	21678
119512	21474
119513	190892
119516	119514
119517	149596
119518	119520
119519	61133
119520	185952
119521	186295
119522	119520
119523	119520
119524	119520
119525	148735
119526	148735
119527	148735
119528	148735
119529	148735
119531	119520
119532	119520
119533	119520
119534	119520
119535	119520
119536	119520
119537	119520
119538	119520
119539	119520
119540	61066
119541	61066
119542	61066
119543	61066
119544	61066
119545	61133
119546	119520
119547	61133
119548	61133
119549	61133
119550	63380
119551	63380
119552	63380
119553	4638
119555	4666
119556	119555
119557	144534
119558	119576
119559	119576
119563	119573
119565	119561
119566	133983
119567	20307
119570	8578
119571	119576
119574	119576
119575	165005
119577	119566
119578	133505
119579	133983
119581	127109
119586	184164
119588	119585
119589	184164
119590	119586
119591	119594
119593	154862
119594	4617
119595	4617
119596	4617
119598	119594
119599	119594
119600	119594
119601	119596
119602	119594
119603	119594
119606	162400
119608	119623
119609	149988
119610	20981
119611	149988
119612	147899
119613	20981
119614	186430
119615	147899
119616	137525
119617	20981
119618	175576
119621	149988
119622	20981
119623	189325
119625	20981
119626	4121
119627	35706
119628	163106
119629	146867
119630	163106
119631	163106
119633	119636
119636	119639
119637	163106
119638	119631
119639	163106
119640	126703
119643	120684
119644	119656
119645	154709
119646	186550
119647	173157
119648	119651
119650	120673
119651	119653
119653	120673
119654	119656
119655	119652
119656	119653
119657	15686
119659	147789
119660	139887
119661	151356
119662	133508
119663	154493
119664	133508
119665	154499
119667	119671
119669	119662
119670	119662
119671	154493
119673	124721
119674	129284
119675	72024
119676	123830
119677	120354
119678	164849
119681	133393
119684	139286
119685	139286
119686	139286
119687	9137
119689	175489
119693	183462
119695	121852
119696	166170
119697	119694
119699	142727
119701	20400
119702	140258
119703	132391
119708	153589
119709	6620
119710	153589
119711	181247
119712	8558
119713	19102
119715	137711
119716	119712
119718	119724
119720	176448
119721	19100
119722	119723
119724	19102
119727	119729
119729	149200
119730	149200
119731	189471
119732	165048
119735	172532
119736	172532
119737	168312
119738	193888
119740	173205
119741	19207
119742	174549
119743	176980
119744	7293
119745	92129
119746	4199
119747	102
119748	13883
119749	10271
119750	134233
119751	156985
119753	122708
119754	172118
119755	47742
119757	192283
119758	77556
119759	1763
119760	6961
119762	119877
119764	1763
119766	144681
119768	136940
119769	20450
119770	16857
119771	16441
119772	126677
119773	4345
119774	187786
119776	23429
119777	168462
119778	127313
119779	82387
119780	411
119781	168462
119782	23429
119786	24952
119787	193119
119788	193102
119789	13883
119790	176010
119791	47742
119792	155654
119794	180808
119796	110184
119797	4047
119799	13007
119800	165349
119801	155868
119802	9159
119804	22848
119805	154911
119807	120605
119808	177936
119809	163394
119810	110184
119812	21888
119813	180815
119814	24111
119815	129028
119816	22771
119817	161894
119818	153214
119819	7161
119820	18682
119821	42050
119822	17617
119823	149596
119824	170517
119825	107710
119826	161353
119827	189301
119830	118605
119831	99155
119833	11238
119834	7293
119835	191378
119836	16254
119837	109106
119838	168462
119839	50810
119840	189228
119842	182690
119844	160953
119845	160953
119846	193773
119847	160953
119848	160953
119849	193773
119850	160953
119851	193773
119852	186000
119853	25036
119854	193291
119855	93999
119856	193447
119857	153853
119858	181025
119859	21145
119860	139287
119862	139287
119863	139287
119865	141395
119867	185971
119868	7253
119869	82387
119870	152613
119872	13786
119874	150791
119876	158545
119877	130596
119879	136618
119882	33760
119883	69535
119884	4717
119885	134268
119886	957
119887	123663
119888	141269
119889	118330
119890	175932
119891	124721
119892	43759
119893	144282
119894	3584
119896	133336
119898	14450
119899	155652
119900	161357
119901	191418
119902	126697
119903	407
119904	132722
119906	66405
119907	182088
119908	4717
119909	102311
119910	7788
119911	99839
119912	13786
119914	122702
119915	145991
119916	173254
119917	43203
119918	142573
119919	83281
119920	12657
119922	137408
119923	15308
119924	77556
119925	163049
119926	150791
119927	156877
119929	142765
119930	19367
119931	159467
119932	77446
119934	162266
119935	182452
119936	181855
119937	8183
119938	180815
119939	135637
119940	177081
119941	12290
119942	103032
119943	69535
119944	182088
119945	191160
119946	132722
119947	7692
119948	121938
119949	8425
119952	7788
119953	149646
119954	135300
119956	12148
119957	157574
119958	17206
119959	158587
119960	139317
119961	143726
119964	145210
119965	6648
119966	175932
119967	129284
119968	149646
119970	121463
119971	166055
119972	12657
119973	149646
119974	13174
119975	119977
119976	7519
119977	161529
119978	188909
119980	155131
119981	120354
119982	157075
119983	168462
119984	192609
119985	183434
119988	179574
119989	168462
119990	126677
119992	179224
119994	189226
119995	166982
119996	143546
119998	192780
119999	12650
120000	102311
120001	20315
120003	134929
120004	134929
120006	7161
120007	22935
120008	192733
120009	127082
120011	17617
120012	157137
120013	142670
120014	121528
120015	168054
120016	162547
120017	22441
120018	95669
120019	95669
120020	4839
120021	129111
120022	95687
120023	2542
120024	95687
120025	172411
120026	178742
120027	122471
120028	178742
120029	8425
120030	128867
120031	142777
120032	120696
120033	18880
120034	69535
120036	107710
120037	122527
120038	183647
120039	141324
120040	129427
120041	3318
120042	137839
120043	407
120044	12552
120045	164151
120046	16053
120047	144282
120048	69751
120049	76817
120050	166811
120051	71145
120052	14798
120053	139870
120054	151506
120055	153214
120056	43984
120057	150004
120058	167394
120059	192733
120060	1921
120061	93999
120062	183647
120064	159820
120065	163668
120067	129284
120068	147511
120070	92026
120071	13422
120072	23238
120073	181952
120074	83281
120076	7303
120077	158584
120078	178173
120079	8027
120080	146176
120081	183422
120082	135300
120083	24759
120084	72024
120085	133813
120086	154285
120087	131699
120093	9327
120094	15686
120095	125798
120096	134665
120097	23107
120098	3318
120100	163394
120101	6733
120103	120105
120105	6733
120106	1845
120107	16426
120108	120123
120109	149221
120110	120121
120111	129048
120112	155912
120114	135653
120116	135653
120117	149146
120118	155912
120122	155909
120123	120114
120124	120121
120125	129048
120126	12822
120127	16426
120129	127363
120130	120354
120131	6420
120132	128867
120133	1301
120134	167749
120135	110767
120136	76024
120138	120234
120139	149021
120140	141324
120141	15693
120142	171670
120143	18981
120144	7161
120145	19849
120146	141121
120147	135733
120148	162995
120149	162991
120150	162985
120152	162985
120154	162978
120156	133793
120157	100359
120162	13883
120163	180292
120165	153214
120167	119697
120168	41404
120169	44694
120170	111024
120171	14956
120172	28075
120173	173981
120174	120234
120175	146958
120176	180204
120177	11340
120178	194238
120179	69535
120180	177828
120181	6300
120182	131082
120183	133336
120184	107710
120185	141324
120186	192126
120187	34784
120188	16940
120189	159820
120190	122702
120191	16285
120192	3318
120193	125722
120194	179574
120195	124477
120196	15180
120197	169028
120198	175801
120199	132735
120200	149596
120201	40390
120202	156049
120203	185038
120204	22500
120205	12657
120206	133493
120207	131867
120208	132722
120209	17352
120210	179574
120211	129841
120212	17117
120213	192126
120214	175801
120215	139660
120216	14182
120217	86913
120218	42050
120219	92026
120220	131082
120221	123830
120222	132735
120223	191160
120224	17617
120225	136883
120226	8027
120227	172474
120228	172474
120229	186704
120230	166291
120232	3029
120233	122741
120234	13884
120235	17617
120236	59638
120237	143598
120238	122908
120239	6613
120240	194238
120241	26271
120242	48233
120243	149540
120244	23107
120245	131246
120246	125722
120247	144243
120248	139371
120249	3114
120250	17893
120251	6090
120252	6090
120253	155107
120254	167125
120255	25455
120257	124204
120258	190141
120260	7564
120262	124716
120263	161036
120264	2231
120265	120267
120266	185971
120267	190401
120268	121015
120269	120270
120271	120269
120272	187987
120273	99509
120274	154258
120276	120279
120278	147174
120280	167581
120281	171720
120282	128856
120283	44334
120284	69560
120285	99155
120286	43984
120287	69535
120288	4717
120289	22168
120290	155916
120291	167394
120292	154123
120293	30094
120294	192126
120295	159820
120296	137164
120297	122702
120298	124716
120299	14450
120300	131082
120301	14182
120302	19552
120303	131416
120304	138527
120305	129478
120306	20392
120307	21633
120308	119920
120309	4199
120310	132722
120311	19007
120312	149133
120313	180292
120314	162266
120318	181542
120320	9858
120321	35706
120322	131867
120323	145991
120324	62059
120325	148931
120326	32827
120327	151252
120328	191319
120329	21859
120330	19220
120331	4717
120332	190283
120333	131889
120334	175076
120336	151140
120337	411
120338	185344
120339	145991
120341	22880
120342	22880
120343	22880
120344	22880
120345	6307
120346	22880
120347	22880
120348	183046
120349	22880
120350	24445
120351	22880
120352	22880
120353	22880
120354	143093
120355	88411
120356	140626
120357	24445
120358	6307
120359	140626
120360	22880
120361	24445
120362	143093
120363	22880
120364	6307
120365	22880
120366	6307
120367	6307
120368	6307
120369	6307
120370	6307
120371	22880
120372	140626
120373	22880
120374	128941
120375	6307
120376	22880
120377	6307
120378	143093
120379	22880
120380	143093
120381	6307
120382	6307
120383	6307
120384	6307
120385	140626
120386	88411
120387	183046
120388	6307
120389	6307
120390	6307
120391	6307
120392	6307
120393	28106
120394	128941
120395	6307
120396	120437
120397	6307
120398	6307
120399	88411
120400	6307
120401	6307
120402	88411
120403	143093
120404	6307
120405	6307
120406	140626
120407	120403
120408	6307
120409	6307
120410	6307
120411	6307
120412	6307
120413	6307
120414	6307
120415	143093
120416	120437
120417	143093
120418	6307
120419	6307
120420	6307
120421	28106
120422	28106
120423	28106
120424	28106
120425	88411
120426	88411
120427	88411
120428	88411
120429	88411
120430	88411
120431	88411
120432	22880
120433	88411
120434	88411
120435	88411
120436	88411
120437	88411
120438	88411
120439	88411
120440	143093
120441	88411
120442	88411
120443	88411
120444	143093
120445	88411
120446	88411
120447	88411
120448	88411
120449	88411
120450	6307
120451	22880
120452	6307
120453	88411
120454	88411
120455	28106
120456	28106
120457	28106
120458	143093
120459	143093
120460	88411
120461	88411
120462	88411
120463	88411
120464	143093
120465	88411
120466	88411
120467	88411
120468	120437
120469	22880
120470	120437
120471	120437
120472	6307
120473	140626
120474	140626
120475	140626
120476	140626
120477	140626
120478	140626
120479	140626
120480	143093
120481	120437
120482	120437
120483	120437
120484	120437
120485	120437
120486	140626
120487	6307
120488	140626
120489	140626
120490	122708
120492	122708
120493	165707
120495	43739
120496	151252
120497	14450
120498	59717
120499	190120
120500	181940
120501	411
120502	120510
120504	178505
120505	183704
120506	176431
120507	187817
120508	120510
120509	120502
120510	187817
120511	120502
120512	156925
120513	121662
120514	178027
120515	158354
120517	7425
120518	193437
120519	130548
120521	146824
120522	146824
120523	174760
120524	174760
120525	146824
120526	127420
120527	119150
120528	64832
120530	8408
120531	121812
120532	133486
120534	193181
120535	189806
120536	36644
120537	140053
120538	159655
120539	178865
120540	178865
120541	159623
120542	119490
120543	21029
120544	19991
120546	141439
120547	141439
120548	19997
120549	178027
120551	92326
120552	122264
120553	129028
120555	925
120556	925
120557	925
120559	118484
120560	129277
120561	129277
120562	16675
120563	16675
120565	135701
120567	16675
120568	411
120571	4199
120572	149646
120574	168026
120575	164710
120576	154285
120580	120581
120584	165199
120585	165197
120586	165197
120587	165197
120588	165197
120590	165197
120591	8676
120592	127585
120593	160721
120594	156042
120595	4511
120596	165515
120597	144148
120598	16324
120599	14787
120600	164151
120602	166357
120603	144147
120604	167136
120605	147308
120606	118498
120607	158285
120608	52193
120609	120354
120610	161484
120611	144282
120612	7589
120614	176820
120615	166291
120616	641
120618	11522
120619	185971
120620	4629
120621	43203
120622	13883
120623	126706
120624	179224
120625	166055
120626	119352
120627	1764
120628	192589
120629	7556
120630	148894
120631	51384
120632	25036
120633	77287
120634	150711
120635	12909
120636	190030
120637	24759
120638	188174
120639	19484
120640	51202
120641	192733
120643	23429
120644	168461
120645	23429
120646	167934
120647	183741
120648	14333
120649	149646
120650	12822
120651	188155
120652	15308
120653	137240
120654	139616
120655	189916
120657	7173
120658	120775
120661	99155
120662	47742
120663	118779
120666	120664
120668	134305
120669	135905
120670	151050
120671	19246
120673	120678
120675	120673
120678	15615
120679	23766
120681	120673
120682	120676
120684	120678
120685	4642
120686	163394
120688	120691
120691	1862
120692	16179
120694	15725
120695	7733
120697	190082
120698	168026
120699	135575
120700	22860
120702	69535
120703	145991
120704	13884
120705	189261
120707	163902
120709	146396
120710	161744
120711	120197
120713	189368
120714	99155
120715	122839
120716	186075
120717	2526
120718	171197
120719	120718
120721	166286
120722	166286
120723	156222
120724	156222
120725	193209
120726	16580
120727	172241
120728	127154
120729	132795
120730	140053
120731	102311
120732	18563
120733	165833
120734	173208
120735	166291
120736	123663
120737	407
120738	124477
120739	164513
120740	134879
120743	22879
120744	2027
120745	193209
120746	151403
120750	11065
120752	17117
120754	120755
120756	55836
120757	183771
120759	120761
120760	10010
120763	120761
120765	122908
120766	24111
120767	23056
120769	120770
120771	163118
120774	151459
120775	10098
120776	10098
120777	174603
120778	174603
120780	10113
120782	148850
120783	17089
120784	123299
120785	102311
120786	21145
120788	192780
120789	193190
120790	120786
120791	143587
120792	142994
120793	2548
120796	19167
120798	137839
120799	190030
120800	14450
120801	191160
120802	147789
120803	105001
120804	99509
120806	5483
120808	166143
120809	1405
120810	21769
120811	189828
120812	7591
120814	99135
120815	110767
120816	157056
120817	147356
120820	122172
120821	180847
120822	120834
120823	13609
120824	193065
120825	13767
120826	13603
120827	165968
120828	120829
120830	120829
120831	172933
120832	123431
120833	172601
120834	120835
120835	180847
120836	161951
120837	14789
120838	13161
120839	120840
120840	2344
120842	43984
120843	3584
120844	43292
120845	120716
120846	407
120847	189128
120848	139602
120849	150583
120851	22609
120852	139363
120853	7765
120854	160687
120855	124477
120856	175199
120858	101864
120859	192222
120860	173647
120861	6263
120863	190689
120864	136065
120865	182657
120866	128866
120867	182657
120868	128170
120869	157503
120871	128174
120872	18211
120873	123162
120874	123162
120875	23413
120877	149596
120881	2712
120882	191461
120883	7293
120884	124204
120885	2150
120886	150455
120888	3584
120889	4717
120890	166186
120891	17528
120892	56800
120893	117632
120894	182565
120895	131082
120896	107710
120897	159820
120898	129251
120899	18523
120900	54356
120901	137839
120902	180507
120903	180507
120904	150521
120905	160513
120906	110213
120907	158968
120908	3306
120909	192733
120910	23275
120911	144243
120917	135103
120918	120915
120919	146418
120920	180807
120921	126398
120922	154831
120923	128174
120924	9797
120925	144243
120926	144177
120927	162826
120928	193063
120929	140644
120930	186345
120931	175640
120932	146734
120933	120609
120937	168418
120938	30074
120939	185971
120943	15308
120944	155981
120945	155981
120946	155981
120948	14369
120949	93999
120950	150544
120953	16826
120956	139693
120957	193616
120958	19493
120959	159189
120960	1957
120961	137240
120962	177034
120964	155335
120965	131098
120966	20667
120967	23107
120968	8345
120969	83281
120971	127558
120972	141107
120973	168462
120974	177247
120975	164327
120976	124721
120977	185971
120978	139899
120979	3375
120980	168026
120981	180612
120982	6620
120983	24841
120984	168887
120985	43292
120986	174415
120987	180744
120989	19035
120990	6632
120991	166120
120992	7591
120993	170611
120994	128655
120995	171670
120996	147789
120997	177481
120998	42050
120999	42050
121000	24909
121001	172291
121002	120609
121003	411
121004	185971
121006	139899
121007	120609
121010	23302
121011	8425
121012	21859
121013	191309
121014	194212
121017	9155
121018	130623
121020	16908
121021	102311
121022	7293
121023	23107
121024	139899
121025	11705
121026	43405
121027	53171
121028	150387
121031	9635
121032	15624
121033	124716
