SOURCE	TARGET	LABEL
24870	55836	DAM
24871	17617	DAM
24872	56800	DAM
24873	158449	DAM
24874	19220	DAM
24875	167394	DAM
24876	11335	DAM
24877	167090	DAM
24878	13883	DAM
24879	13885	DAM
24880	129284	DAM
24881	154911	DAM
24882	125917	DAM
24883	161498	DAM
24884	176446	DAM
24885	3045	DAM
24886	166619	DAM
24887	168959	DAM
24889	124124	DAM
24890	3100	DAM
24891	177419	DAM
24893	193778	DAM
24894	17835	DAM
24895	43614	DAM
24896	20646	DAM
24897	2283	DAM
24898	41058	DAM
24899	24904	DAM
24900	70730	DAM
24901	17895	DAM
24903	133514	DAM
24904	22120	DAM
24905	176233	DAM
24906	24905	DAM
24907	24903	DAM
24909	181635	DAM
24910	22123	DAM
24911	22129	DAM
24913	175729	DAM
24915	166964	DAM
24918	15970	DAM
24919	159931	DAM
24920	136928	DAM
24921	24922	DAM
24922	129853	DAM
24923	11031	DAM
24924	7083	DAM
24926	166291	DAM
24927	129028	DAM
24929	21906	DAM
24930	150093	DAM
24931	23808	DAM
24932	23808	DAM
24933	140781	DAM
24934	23808	DAM
24935	142426	DAM
24936	149020	DAM
24937	118803	DAM
24938	9662	DAM
24940	18653	DAM
24942	6108	DAM
24943	24942	DAM
24946	180080	DAM
24947	18981	DAM
24948	128746	DAM
24949	184288	DAM
24950	11930	DAM
24951	17740	DAM
24952	190976	DAM
24953	141118	DAM
24954	120609	DAM
24955	20768	DAM
24956	59717	DAM
24957	122527	DAM
24958	129867	DAM
24960	164141	DAM
24961	155131	DAM
24962	168158	DAM
24963	168054	DAM
24965	39251	DAM
24967	133336	DAM
24968	12713	DAM
24969	24970	DAM
24970	24976	DAM
24971	24970	DAM
24972	24970	DAM
24973	19817	DAM
24974	24970	DAM
24975	24978	DAM
24976	19817	DAM
24977	24979	DAM
24980	19817	DAM
24981	135316	DAM
24982	497	DAM
24983	180292	DAM
24984	9159	DAM
24985	163602	DAM
24986	24990	DAM
24988	192219	DAM
24989	185950	DAM
24990	121397	DAM
24991	118470	DAM
24992	124204	DAM
24993	154453	DAM
24994	77556	DAM
24995	107870	DAM
24996	11335	DAM
24997	156214	DAM
24998	12416	DAM
25000	131867	DAM
25001	7514	DAM
25002	288	DAM
25003	288	DAM
25004	133228	DAM
25005	107870	DAM
25006	162013	DAM
25008	2901	DAM
25009	2901	DAM
25010	2901	DAM
25011	25012	DAM
25012	184270	DAM
25013	134799	DAM
25014	193259	DAM
25015	135315	DAM
25016	186420	DAM
25018	70934	DAM
25020	177996	DAM
25021	8824	DAM
25022	129028	DAM
25023	8638	DAM
25026	177464	DAM
25028	177464	DAM
25029	165867	DAM
25031	9372	DAM
25032	117857	DAM
25034	177464	DAM
25035	147995	DAM
25036	18064	DAM
25037	14077	DAM
25038	142102	DAM
25039	9966	DAM
25040	131237	DAM
25041	17155	DAM
25042	25044	DAM
25043	168563	DAM
25045	171185	DAM
25046	81517	DAM
25047	81517	DAM
25048	81517	DAM
25049	81517	DAM
25050	188432	DAM
25051	188432	DAM
25052	81517	DAM
25053	78279	DAM
25054	78279	DAM
25055	78279	DAM
25056	78279	DAM
25057	78279	DAM
25058	78279	DAM
25059	78279	DAM
25060	78279	DAM
25061	108835	DAM
25062	94933	DAM
25063	94933	DAM
25064	94933	DAM
25065	78279	DAM
25066	78279	DAM
25067	78279	DAM
25068	111309	DAM
25069	111309	DAM
25070	25064	DAM
25071	25064	DAM
25072	25064	DAM
25073	81581	DAM
25074	81581	DAM
25075	81581	DAM
25076	81581	DAM
25077	81581	DAM
25078	78279	DAM
25079	81581	DAM
25080	81581	DAM
25081	78279	DAM
25082	25068	DAM
25083	78279	DAM
25084	78279	DAM
25085	78279	DAM
25086	139777	DAM
25087	139777	DAM
25088	139777	DAM
25089	124782	DAM
25090	124782	DAM
25091	124782	DAM
25092	124782	DAM
25093	124782	DAM
25094	124782	DAM
25095	124782	DAM
25096	124782	DAM
25097	124782	DAM
25098	124782	DAM
25099	118987	DAM
25100	124782	DAM
25101	124782	DAM
25102	124782	DAM
25103	124782	DAM
25104	124782	DAM
25105	124782	DAM
25106	124782	DAM
25107	184288	DAM
25108	184288	DAM
25109	118987	DAM
25110	184288	DAM
25111	124782	DAM
25112	118987	DAM
25113	118987	DAM
25114	124782	DAM
25115	124782	DAM
25116	118987	DAM
25117	118987	DAM
25118	124782	DAM
25119	118987	DAM
25120	124782	DAM
25121	184269	DAM
25122	184269	DAM
25123	184269	DAM
25124	184269	DAM
25125	18558	DAM
25126	184269	DAM
25127	184269	DAM
25128	118987	DAM
25129	118987	DAM
25130	184269	DAM
25131	118987	DAM
25132	18583	DAM
25133	176250	DAM
25134	184269	DAM
25135	184269	DAM
25136	184269	DAM
25137	184269	DAM
25138	176250	DAM
25139	176250	DAM
25140	184269	DAM
25141	176250	DAM
25142	184269	DAM
25143	184269	DAM
25144	184269	DAM
25145	184269	DAM
25146	184269	DAM
25147	184269	DAM
25148	184269	DAM
25149	118987	DAM
25150	184269	DAM
25151	184269	DAM
25152	184269	DAM
25153	184269	DAM
25154	184269	DAM
25155	25119	DAM
25156	118987	DAM
25157	118987	DAM
25158	184269	DAM
25159	184269	DAM
25160	184269	DAM
25161	184269	DAM
25162	184269	DAM
25163	184269	DAM
25164	118987	DAM
25165	25119	DAM
25166	184269	DAM
25167	25119	DAM
25168	25119	DAM
25169	118987	DAM
25170	118987	DAM
25171	118987	DAM
25172	25119	DAM
25173	25119	DAM
25174	25119	DAM
25175	25119	DAM
25176	176250	DAM
25177	176250	DAM
25178	124782	DAM
25179	124782	DAM
25180	124782	DAM
25181	124782	DAM
25182	124782	DAM
25183	124782	DAM
25184	124782	DAM
25185	124782	DAM
25186	124782	DAM
25187	124782	DAM
25188	124782	DAM
25189	15153	DAM
25190	59531	DAM
25191	15153	DAM
25192	59531	DAM
25193	59531	DAM
25194	15180	DAM
25195	59531	DAM
25196	15180	DAM
25197	56444	DAM
25198	56444	DAM
25199	56444	DAM
25200	56444	DAM
25201	56444	DAM
25202	56444	DAM
25203	56444	DAM
25204	56444	DAM
25205	56444	DAM
25206	56444	DAM
25207	58008	DAM
25208	58008	DAM
25209	58008	DAM
25210	58008	DAM
25211	58008	DAM
25212	58008	DAM
25213	25199	DAM
25214	25199	DAM
25215	25199	DAM
25216	25199	DAM
25217	25199	DAM
25218	25199	DAM
25219	7159	DAM
25220	7159	DAM
25221	128222	DAM
25222	128222	DAM
25223	15184	DAM
25224	192733	DAM
25225	15184	DAM
25226	192733	DAM
25227	15184	DAM
25228	192733	DAM
25229	15184	DAM
25230	192733	DAM
25231	61393	DAM
25232	61393	DAM
25233	61393	DAM
25234	61393	DAM
25235	130674	DAM
25236	130674	DAM
25237	94822	DAM
25238	25240	DAM
25239	130674	DAM
25240	94822	DAM
25241	130674	DAM
25242	35590	DAM
25243	35590	DAM
25244	35590	DAM
25245	35590	DAM
25246	35590	DAM
25247	35590	DAM
25248	36352	DAM
25249	36352	DAM
25250	36352	DAM
25251	36352	DAM
25252	36352	DAM
25253	36352	DAM
25254	36352	DAM
25255	112478	DAM
25256	25240	DAM
25257	94822	DAM
25258	94822	DAM
25259	94822	DAM
25260	94822	DAM
25261	25240	DAM
25262	112478	DAM
25263	94822	DAM
25264	94822	DAM
25265	94822	DAM
25266	94822	DAM
25267	94822	DAM
25268	40864	DAM
25269	40864	DAM
25270	40864	DAM
25271	40864	DAM
25272	160266	DAM
25273	160266	DAM
25274	160266	DAM
25275	160266	DAM
25276	151366	DAM
25277	151366	DAM
25278	151366	DAM
25279	151366	DAM
25280	151366	DAM
25281	151366	DAM
25282	111580	DAM
25283	111580	DAM
25284	111580	DAM
25285	111580	DAM
25286	111580	DAM
25287	111580	DAM
25288	168286	DAM
25289	168286	DAM
25290	168286	DAM
25291	166370	DAM
25292	166370	DAM
25293	166370	DAM
25294	166370	DAM
25295	166370	DAM
25296	192759	DAM
25297	192759	DAM
25298	192759	DAM
25299	134793	DAM
25300	134793	DAM
25301	134793	DAM
25302	192759	DAM
25303	192759	DAM
25304	192759	DAM
25305	192759	DAM
25306	34069	DAM
25307	34069	DAM
25308	34069	DAM
25309	34069	DAM
25310	34069	DAM
25311	34069	DAM
25312	34069	DAM
25313	34069	DAM
25314	34069	DAM
25315	34069	DAM
25316	34069	DAM
25317	34069	DAM
25318	38413	DAM
25319	38413	DAM
25320	38413	DAM
25321	139931	DAM
25322	139931	DAM
25323	139931	DAM
25324	139931	DAM
25325	9871	DAM
25326	9871	DAM
25327	9871	DAM
25328	9871	DAM
25329	9871	DAM
25330	13943	DAM
25331	13943	DAM
25332	13943	DAM
25333	46382	DAM
25334	46382	DAM
25335	46382	DAM
25336	46382	DAM
25337	46382	DAM
25338	25339	DAM
25339	137729	DAM
25340	1776	DAM
25341	120881	DAM
25342	25364	DAM
25343	188771	DAM
25344	3395	DAM
25345	1776	DAM
25346	3395	DAM
25347	1776	DAM
25348	120881	DAM
25349	25366	DAM
25350	137729	DAM
25351	25339	DAM
25352	1776	DAM
25353	137729	DAM
25354	188771	DAM
25355	25339	DAM
25356	1776	DAM
25357	25339	DAM
25358	188771	DAM
25359	25339	DAM
25360	25339	DAM
25361	120881	DAM
25362	25364	DAM
25363	188771	DAM
25364	25339	DAM
25365	25339	DAM
25366	3395	DAM
25367	168353	DAM
25368	168353	DAM
25369	168353	DAM
25370	10132	DAM
25371	168353	DAM
25372	168251	DAM
25373	168251	DAM
25374	27039	DAM
25375	27039	DAM
25376	71343	DAM
25377	27039	DAM
25378	27039	DAM
25379	168251	DAM
25380	55871	DAM
25381	69047	DAM
25382	69047	DAM
25383	69047	DAM
25384	25412	DAM
25385	25412	DAM
25386	25412	DAM
25387	69047	DAM
25388	69047	DAM
25389	55871	DAM
25390	55871	DAM
25391	55871	DAM
25392	69047	DAM
25393	55871	DAM
25394	55871	DAM
25395	69047	DAM
25396	55871	DAM
25397	150803	DAM
25398	55871	DAM
25399	55871	DAM
25400	25398	DAM
25401	69047	DAM
25402	150803	DAM
25403	150803	DAM
25404	25412	DAM
25405	120058	DAM
25406	69047	DAM
25407	130707	DAM
25408	25415	DAM
25409	25412	DAM
25410	150803	DAM
25411	25412	DAM
25412	13330	DAM
25413	69047	DAM
25414	120058	DAM
25415	25412	DAM
25416	25415	DAM
25417	150803	DAM
25418	25412	DAM
25419	25412	DAM
25420	25412	DAM
25421	55871	DAM
25422	55871	DAM
25423	130707	DAM
25424	55871	DAM
25425	103914	DAM
25426	55871	DAM
25427	130707	DAM
25428	13330	DAM
25429	130707	DAM
25430	36886	DAM
25431	36886	DAM
25432	36886	DAM
25433	36886	DAM
25434	155370	DAM
25435	59985	DAM
25436	50008	DAM
25437	59985	DAM
25438	59985	DAM
25439	59985	DAM
25440	59985	DAM
25441	59985	DAM
25442	155370	DAM
25443	59985	DAM
25444	50032	DAM
25445	50032	DAM
25446	59985	DAM
25447	50032	DAM
25448	59985	DAM
25449	59985	DAM
25450	59986	DAM
25451	59985	DAM
25452	59985	DAM
25453	50032	DAM
25454	59986	DAM
25455	59985	DAM
25456	59985	DAM
25457	59985	DAM
25458	50032	DAM
25459	59986	DAM
25460	59985	DAM
25461	59986	DAM
25462	59985	DAM
25463	59985	DAM
25464	59985	DAM
25465	59985	DAM
25466	50032	DAM
25467	59985	DAM
25468	59985	DAM
25469	155370	DAM
25470	59986	DAM
25471	50008	DAM
25472	50008	DAM
25473	59985	DAM
25474	59985	DAM
25475	20931	DAM
25476	20931	DAM
25477	20931	DAM
25478	20931	DAM
25479	129843	DAM
25480	155841	DAM
25481	129843	DAM
25482	129843	DAM
25483	16658	DAM
25484	188842	DAM
25485	155841	DAM
25486	155841	DAM
25487	128869	DAM
25488	25487	DAM
25489	186540	DAM
25490	12149	DAM
25491	12149	DAM
25492	12149	DAM
25493	12149	DAM
25494	131144	DAM
25495	131144	DAM
25496	131144	DAM
25497	131144	DAM
25498	131144	DAM
25499	131144	DAM
25500	131144	DAM
25501	63442	DAM
25502	63442	DAM
25503	63442	DAM
25504	63442	DAM
25505	63442	DAM
25506	131144	DAM
25507	131144	DAM
25508	131144	DAM
25509	1391	DAM
25510	1391	DAM
25511	1391	DAM
25512	1391	DAM
25513	174010	DAM
25514	92330	DAM
25515	174010	DAM
25516	92330	DAM
25517	172315	DAM
25518	174010	DAM
25519	174010	DAM
25520	172315	DAM
25521	77707	DAM
25522	172315	DAM
25523	172315	DAM
25524	70547	DAM
25525	70547	DAM
25526	174010	DAM
25527	174010	DAM
25528	174010	DAM
25529	92330	DAM
25530	92330	DAM
25531	25621	DAM
25532	92330	DAM
25533	92330	DAM
25534	70547	DAM
25535	171083	DAM
25536	25621	DAM
25537	171083	DAM
25538	70547	DAM
25539	25621	DAM
25540	171083	DAM
25541	92326	DAM
25542	25621	DAM
25543	70547	DAM
25544	70547	DAM
25545	25621	DAM
25546	25621	DAM
25547	70547	DAM
25548	171083	DAM
25549	25621	DAM
25550	25621	DAM
25551	70547	DAM
25552	92330	DAM
25553	25621	DAM
25554	70547	DAM
25555	25621	DAM
25556	25621	DAM
25557	25621	DAM
25558	70547	DAM
25559	77707	DAM
25560	70547	DAM
25561	92326	DAM
25562	70547	DAM
25563	98191	DAM
25564	77707	DAM
25565	92330	DAM
25566	70547	DAM
25567	77707	DAM
25568	70547	DAM
25569	98191	DAM
25570	92326	DAM
25571	70547	DAM
25572	70547	DAM
25573	92326	DAM
25574	92326	DAM
25575	70547	DAM
25576	70547	DAM
25577	70547	DAM
25578	70547	DAM
25579	92330	DAM
25580	70547	DAM
25581	70547	DAM
25582	9661	DAM
25583	70547	DAM
25584	70547	DAM
25585	77707	DAM
25586	77707	DAM
25587	77707	DAM
25588	70547	DAM
25589	174010	DAM
25590	77707	DAM
25591	92330	DAM
25592	92330	DAM
25593	92330	DAM
25594	92330	DAM
25595	70547	DAM
25596	92330	DAM
25597	77707	DAM
25598	70547	DAM
25599	92330	DAM
25600	70547	DAM
25601	70547	DAM
25602	92330	DAM
25603	70547	DAM
25604	70547	DAM
25605	25621	DAM
25606	25621	DAM
25607	25621	DAM
25608	25621	DAM
25609	25621	DAM
25610	25621	DAM
25611	70547	DAM
25612	98191	DAM
25613	70547	DAM
25614	77707	DAM
25615	25621	DAM
25616	70547	DAM
25617	174010	DAM
25618	70547	DAM
25619	70547	DAM
25620	174010	DAM
25621	174010	DAM
25622	70547	DAM
25623	92330	DAM
25624	70547	DAM
25625	70547	DAM
25626	92330	DAM
25627	92330	DAM
25628	98191	DAM
25629	70547	DAM
25630	70547	DAM
25631	70547	DAM
25632	77707	DAM
25633	92330	DAM
25634	70547	DAM
25635	70547	DAM
25636	70547	DAM
25637	100686	DAM
25638	87039	DAM
25639	100686	DAM
25640	100686	DAM
25641	87039	DAM
25642	100686	DAM
25643	100686	DAM
25644	100686	DAM
25645	87039	DAM
25646	100686	DAM
25647	87039	DAM
25648	100686	DAM
25649	100686	DAM
25650	32186	DAM
25651	32186	DAM
25652	32186	DAM
25653	32186	DAM
25654	32186	DAM
25655	32186	DAM
25656	66615	DAM
25657	66615	DAM
25658	66615	DAM
25659	66615	DAM
25660	91299	DAM
25661	66615	DAM
25662	91299	DAM
25663	91299	DAM
25664	91299	DAM
25665	124529	DAM
25666	25780	DAM
25667	25780	DAM
25668	25780	DAM
25669	124529	DAM
25670	124529	DAM
25671	124529	DAM
25672	25797	DAM
25673	124529	DAM
25674	124529	DAM
25675	124529	DAM
25676	124529	DAM
25677	124529	DAM
25678	124529	DAM
25679	124529	DAM
25680	25780	DAM
25681	124529	DAM
25682	25780	DAM
25683	25801	DAM
25684	25801	DAM
25685	25801	DAM
25686	25801	DAM
25687	25801	DAM
25688	25801	DAM
25689	25801	DAM
25690	124529	DAM
25691	25801	DAM
25692	25801	DAM
25693	25801	DAM
25694	128656	DAM
25695	25801	DAM
25696	128656	DAM
25697	128656	DAM
25698	128656	DAM
25699	128656	DAM
25700	25809	DAM
25701	128656	DAM
25702	25809	DAM
25703	25809	DAM
25704	25809	DAM
25705	128656	DAM
25706	128656	DAM
25707	25809	DAM
25708	25809	DAM
25709	128656	DAM
25710	25809	DAM
25711	128656	DAM
25712	128656	DAM
25713	128656	DAM
25714	128656	DAM
25715	128656	DAM
25716	128656	DAM
25717	128656	DAM
25718	128656	DAM
25719	25809	DAM
25720	25809	DAM
25721	128656	DAM
25723	42676	DAM
25724	25809	DAM
25725	42676	DAM
25726	42676	DAM
25727	42676	DAM
25728	42676	DAM
25729	25809	DAM
25730	25809	DAM
25731	118426	DAM
25732	42676	DAM
25733	25809	DAM
25734	25801	DAM
25735	25801	DAM
25736	25801	DAM
25737	42676	DAM
25738	42676	DAM
25739	25801	DAM
25740	25682	DAM
25741	42676	DAM
25742	25682	DAM
25743	25682	DAM
25744	42676	DAM
25745	25682	DAM
25746	25682	DAM
25747	79075	DAM
25748	25682	DAM
25749	79075	DAM
25750	25682	DAM
25751	25682	DAM
25752	79075	DAM
25753	79075	DAM
25754	42676	DAM
25755	25682	DAM
25756	25682	DAM
25757	42676	DAM
25758	42676	DAM
25759	42676	DAM
25760	42676	DAM
25761	42676	DAM
25762	79075	DAM
25763	79075	DAM
25764	25700	DAM
25765	25700	DAM
25766	25700	DAM
25767	25700	DAM
25768	79075	DAM
25769	79075	DAM
25770	79075	DAM
25771	79075	DAM
25772	79075	DAM
25773	79075	DAM
25774	25801	DAM
25775	79075	DAM
25776	25801	DAM
25777	79075	DAM
25778	79075	DAM
25779	79075	DAM
25780	79075	DAM
25781	37020	DAM
25782	79075	DAM
25783	79075	DAM
25784	79075	DAM
25785	79075	DAM
25786	79075	DAM
25787	37020	DAM
25788	79075	DAM
25789	37020	DAM
25790	146559	DAM
25791	146559	DAM
25792	37020	DAM
25793	146559	DAM
25794	146559	DAM
25795	37020	DAM
25796	79075	DAM
25797	79075	DAM
25798	79075	DAM
25799	79075	DAM
25800	79075	DAM
25801	4654	DAM
25802	79075	DAM
25803	79075	DAM
25804	79075	DAM
25805	79075	DAM
25806	79075	DAM
25807	79075	DAM
25808	79075	DAM
25809	79075	DAM
25810	25797	DAM
25811	25797	DAM
25812	25797	DAM
25813	25797	DAM
25814	179825	DAM
25815	151161	DAM
25816	151161	DAM
25817	151161	DAM
25818	178697	DAM
25819	178697	DAM
25820	178697	DAM
25821	64215	DAM
25822	64215	DAM
25823	64215	DAM
25824	64215	DAM
25825	64215	DAM
25826	63153	DAM
25827	63153	DAM
25828	63153	DAM
25829	64215	DAM
25830	64215	DAM
25831	64215	DAM
25832	13479	DAM
25833	13479	DAM
25834	59762	DAM
25835	59762	DAM
25836	13479	DAM
25837	52356	DAM
25838	52356	DAM
25839	31288	DAM
25840	31288	DAM
25841	52356	DAM
25842	31288	DAM
25843	39708	DAM
25844	31288	DAM
25845	31288	DAM
25846	31288	DAM
25847	62848	DAM
25848	62848	DAM
25849	62848	DAM
25850	62848	DAM
25851	62848	DAM
25852	62848	DAM
25853	62848	DAM
25854	69615	DAM
25855	69615	DAM
25856	69615	DAM
25857	69615	DAM
25858	69615	DAM
25859	25850	DAM
25860	25850	DAM
25861	69615	DAM
25862	69615	DAM
25863	69615	DAM
25864	69615	DAM
25865	69615	DAM
25866	69615	DAM
25867	69615	DAM
25868	69615	DAM
25869	25850	DAM
25870	69615	DAM
25871	69615	DAM
25872	69615	DAM
25873	69615	DAM
25874	69615	DAM
25875	69615	DAM
25876	69615	DAM
25877	69615	DAM
25878	69615	DAM
25879	69615	DAM
25880	69615	DAM
25881	69615	DAM
25882	69615	DAM
25883	69615	DAM
25884	69615	DAM
25885	69615	DAM
25886	31571	DAM
25887	31571	DAM
25888	104835	DAM
25889	104835	DAM
25890	104835	DAM
25891	104808	DAM
25892	104808	DAM
25893	104808	DAM
25894	104808	DAM
25895	104808	DAM
25896	104808	DAM
25897	52555	DAM
25898	52555	DAM
25899	52555	DAM
25900	52555	DAM
25901	52555	DAM
25902	52555	DAM
25903	52555	DAM
25904	63442	DAM
25905	63442	DAM
25906	63442	DAM
25907	63442	DAM
25908	63442	DAM
25909	63442	DAM
25910	79820	DAM
25911	79820	DAM
25912	79820	DAM
25913	79820	DAM
25914	79820	DAM
25915	63442	DAM
25916	63442	DAM
25917	63442	DAM
25918	63442	DAM
25919	63442	DAM
25920	77470	DAM
25921	77470	DAM
25922	77470	DAM
25923	77470	DAM
25924	77470	DAM
25925	77470	DAM
25926	77470	DAM
25927	77470	DAM
25928	77470	DAM
25929	77470	DAM
25930	77470	DAM
25931	77470	DAM
25932	77470	DAM
25933	77470	DAM
25934	77470	DAM
25935	77470	DAM
25936	13242	DAM
25937	18523	DAM
25938	18523	DAM
25939	18523	DAM
25940	18523	DAM
25941	69024	DAM
25942	69024	DAM
25943	69024	DAM
25944	183053	DAM
25945	183053	DAM
25946	41039	DAM
25947	41039	DAM
25948	322	DAM
25949	322	DAM
25950	322	DAM
25951	28760	DAM
25952	28760	DAM
25953	28760	DAM
25954	28760	DAM
25955	28760	DAM
25956	94822	DAM
25957	94822	DAM
25958	94822	DAM
25959	94822	DAM
25960	94822	DAM
25961	94822	DAM
25962	181709	DAM
25963	181709	DAM
25964	181709	DAM
25965	23284	DAM
25966	23284	DAM
25967	23284	DAM
25968	23284	DAM
25969	181709	DAM
25970	49295	DAM
25971	49295	DAM
25972	49295	DAM
25973	186874	DAM
25974	108706	DAM
25975	94564	DAM
25976	94564	DAM
25977	94564	DAM
25978	112219	DAM
25979	112219	DAM
25980	186874	DAM
25981	21787	DAM
25982	21787	DAM
25983	21787	DAM
25984	149266	DAM
25985	125200	DAM
25986	48062	DAM
25987	48062	DAM
25988	48062	DAM
25989	48062	DAM
25990	48062	DAM
25991	120078	DAM
25992	125200	DAM
25993	149266	DAM
25994	149266	DAM
25995	88888	DAM
25996	88888	DAM
25997	88888	DAM
25998	120078	DAM
25999	120078	DAM
26000	149266	DAM
26001	125200	DAM
26002	48062	DAM
26003	48062	DAM
26004	48062	DAM
26005	48062	DAM
26006	48062	DAM
26007	189147	DAM
26008	189147	DAM
26009	189147	DAM
26010	149266	DAM
26011	125200	DAM
26012	125756	DAM
26013	18824	DAM
26014	125756	DAM
26015	125756	DAM
26016	18824	DAM
26017	58096	DAM
26018	58096	DAM
26019	58096	DAM
26020	58096	DAM
26021	58096	DAM
26022	58096	DAM
26023	184656	DAM
26024	184656	DAM
26025	161480	DAM
26026	161480	DAM
26027	161438	DAM
26028	161480	DAM
26029	161480	DAM
26030	161480	DAM
26031	161480	DAM
26032	51473	DAM
26033	51473	DAM
26034	51473	DAM
26035	102003	DAM
26036	102003	DAM
26037	102003	DAM
26038	145872	DAM
26039	145872	DAM
26040	145872	DAM
26041	145872	DAM
26042	145872	DAM
26043	26481	DAM
26044	83734	DAM
26045	83734	DAM
26046	26481	DAM
26047	26481	DAM
26048	26481	DAM
26049	26481	DAM
26050	145872	DAM
26051	145872	DAM
26052	26481	DAM
26053	26481	DAM
26054	26481	DAM
26055	26481	DAM
26056	26481	DAM
26057	26481	DAM
26058	26481	DAM
26059	26481	DAM
26060	26481	DAM
26061	26481	DAM
26062	26481	DAM
26063	145872	DAM
26064	145872	DAM
26065	181731	DAM
26066	122506	DAM
26067	122506	DAM
26068	122506	DAM
26069	40994	DAM
26070	99509	DAM
26071	173960	DAM
26072	173960	DAM
26073	173960	DAM
26074	176205	DAM
26075	176205	DAM
26076	176205	DAM
26077	139130	DAM
26078	139130	DAM
26079	139130	DAM
26080	139130	DAM
26081	139130	DAM
26082	139130	DAM
26083	139130	DAM
26084	18210	DAM
26085	18210	DAM
26086	18210	DAM
26087	18210	DAM
26088	18210	DAM
26089	18210	DAM
26090	18210	DAM
26091	18210	DAM
26092	18210	DAM
26093	18210	DAM
26094	18210	DAM
26095	18210	DAM
26096	18210	DAM
26097	18210	DAM
26098	99509	DAM
26099	126062	DAM
26100	26099	DAM
26101	71645	DAM
26102	140883	DAM
26103	140883	DAM
26104	140883	DAM
26105	26100	DAM
26106	26100	DAM
26107	140883	DAM
26108	140883	DAM
26109	140883	DAM
26110	140883	DAM
26111	118470	DAM
26112	118470	DAM
26113	118470	DAM
26114	118470	DAM
26115	137839	DAM
26116	137839	DAM
26117	137839	DAM
26118	118470	DAM
26119	118470	DAM
26120	118470	DAM
26121	118470	DAM
26122	118470	DAM
26123	85079	DAM
26124	85079	DAM
26125	85079	DAM
26126	85079	DAM
26127	111010	DAM
26128	111010	DAM
26129	111010	DAM
26130	111010	DAM
26131	111010	DAM
26132	26112	DAM
26133	26112	DAM
26134	26112	DAM
26135	26112	DAM
26136	108052	DAM
26137	108052	DAM
26138	108052	DAM
26139	108052	DAM
26140	108052	DAM
26141	108052	DAM
26142	108052	DAM
26143	108052	DAM
26144	108052	DAM
26145	108052	DAM
26146	108052	DAM
26147	108052	DAM
26148	108052	DAM
26149	108052	DAM
26150	135947	DAM
26151	135947	DAM
26152	135947	DAM
26153	135947	DAM
26154	26112	DAM
26155	26112	DAM
26156	26112	DAM
26157	26112	DAM
26158	26112	DAM
26159	26112	DAM
26160	26112	DAM
26161	26112	DAM
26162	26112	DAM
26163	26112	DAM
26164	26112	DAM
26165	26112	DAM
26166	26112	DAM
26167	26112	DAM
26168	26112	DAM
26169	26112	DAM
26170	26112	DAM
26171	26112	DAM
26172	140896	DAM
26173	140896	DAM
26174	140896	DAM
26175	140896	DAM
26176	85651	DAM
26177	161899	DAM
26178	85510	DAM
26179	85651	DAM
26180	161899	DAM
26181	85510	DAM
26182	85510	DAM
26183	85510	DAM
26184	85510	DAM
26185	85510	DAM
26186	85510	DAM
26187	85510	DAM
26188	85510	DAM
26189	85651	DAM
26190	85510	DAM
26191	26177	DAM
26192	85651	DAM
26193	99814	DAM
26194	108746	DAM
26195	99814	DAM
26196	99814	DAM
26197	99814	DAM
26198	99814	DAM
26199	108746	DAM
26200	99814	DAM
26201	99814	DAM
26202	99814	DAM
26203	99814	DAM
26204	99814	DAM
26205	99814	DAM
26206	99814	DAM
26207	99814	DAM
26208	99814	DAM
26209	99814	DAM
26210	108746	DAM
26211	108746	DAM
26212	108746	DAM
26213	108746	DAM
26214	108746	DAM
26215	108746	DAM
26216	25487	DAM
26217	411	DAM
26218	411	DAM
26219	128867	DAM
26220	128867	DAM
26221	128867	DAM
26222	84927	DAM
26223	71249	DAM
26224	71249	DAM
26225	71249	DAM
26226	71249	DAM
26227	71249	DAM
26228	71249	DAM
26229	71249	DAM
26230	71249	DAM
26231	71249	DAM
26232	71249	DAM
26233	71249	DAM
26234	71249	DAM
26235	71249	DAM
26236	71249	DAM
26237	65290	DAM
26238	65290	DAM
26239	65290	DAM
26240	48260	DAM
26241	48260	DAM
26242	48260	DAM
26243	48260	DAM
26244	48260	DAM
26245	48260	DAM
26246	48260	DAM
26247	48260	DAM
26248	48260	DAM
26249	131422	DAM
26250	61811	DAM
26251	61811	DAM
26252	105038	DAM
26253	21255	DAM
26254	21255	DAM
26255	21255	DAM
26256	21255	DAM
26257	105038	DAM
26258	14181	DAM
26259	105038	DAM
26260	21255	DAM
26261	14181	DAM
26262	14181	DAM
26263	21255	DAM
26264	21255	DAM
26265	21255	DAM
26266	21255	DAM
26267	21255	DAM
26268	14181	DAM
26269	84696	DAM
26270	8924	DAM
26271	84696	DAM
26272	84696	DAM
26273	8924	DAM
26274	84696	DAM
26275	8924	DAM
26276	161751	DAM
26277	84696	DAM
26278	84696	DAM
26279	8924	DAM
26280	84696	DAM
26281	8924	DAM
26282	8924	DAM
26283	84696	DAM
26284	8924	DAM
26285	8924	DAM
26286	84696	DAM
26287	8924	DAM
26288	161751	DAM
26289	8924	DAM
26290	8924	DAM
26291	84696	DAM
26292	8924	DAM
26293	84696	DAM
26294	84696	DAM
26295	161751	DAM
26296	8924	DAM
26297	8924	DAM
26298	8924	DAM
26299	8924	DAM
