175971|M|Sepp 92-150                           |OSH n 24    |08-09-1992|FD LO 69184        
178027|M|Silver Spirit Felis Jubatus           |NFO ns 09 23|18-07-2003|FD LO 122871       
178144|M|Silvergrey Paragon Blue Fiver, DSM    |RUS         |19-04-2004|FD LO 130020       
178265|M|Simba af Fredenslund                  |ABY n       |11-06-1992|FD LO 67815        
178558|M|Sir Geraint á Chardani DK             |RAG n 03    |07-05-2003|FD RX 121205       
178850|M|Skovhugger Felis Jubatus              |NFO w       |05-09-1994|FD LO 77429        
179791|M|Sorano's Black Kazam                  |PER n       |13-10-1989|FD LO 57090        
180036|M|South Paw Sunset Blvd of Framor       |PER d       |06-04-1990|FD LO 82394        
180217|M|Sphinx Boy Wonder                     |OSH n       |11-05-1991|FD LO 63294        
182088|M|Sussibella's Tornada                  |PER a 33    |16-10-1987|FD LO 49858        
182205|M|Swarthy Swatter of Stenius            |BUR n       |17-08-1990|FD LO 60275        
182246|M|Sweet Cat's Nights In White Satin, JW |SIA n       |24-04-2003|FD LO 121606       
182338|M|Sweet Sandy af Reedtz                 |PER e       |23-04-1989|FD LO 55320        
182598|M|Syriam's Buster                       |BRI c       |15-08-1994|FD RX 9922         
182789|M|Syriam's Marty                        |BRI c 33    |07-04-1995|FD RX 10387        
182842|M|Syriam's Pavarotti                    |BRI e 03    |11-09-1991|SVERAK RX 130188   
183746|M|Tara's Alaska Boy                     |MCO ns 22   |27-07-1994|FD RX 10213        
184290|M|Tenra's Toyboy                        |PER ns 03 22|04-07-1995|FD RX 10758        
184637|M|Thamakan Silver Frédéric              |BML ns 11   |30-03-1992|FD RX REG 1548     
185366|M|Thundercats Welcome to the Future     |MCO n 22    |24-07-1996|FD RX 11627        
185495|M|Tiffany af Fort Øst                   |PER a 33    |14-02-1989|FD LO 54408        
185971|M|Tiptap-Tomtom's Asterion              |SIA n       |03-05-1995|FD LO 82522        
186939|M|Trollehöjds Garudha                   |SBI n       |24-08-1987|FD LO 50081        
188432|M|Valhalla's Frey                       |BRI a       |16-01-2003|FD LO 119816       
188510|M|Valhalla's Lodbrog                    |BRI a       |05-01-1999|FD LO 98253        
191486|M|Wilton Song Hio DK                    |SBI b       |17-07-1999|FD LO 101343       
192733|M|Xiro Lovely Panther, CZ, DVM          |BRI a       |17-02-2007|FD LO 152853       
194214|M|Änghagens Purple Pride, DM            |SBI c 21    |10-02-1991|FD LO 65121        
